target_id,enemy_id,enemy_archetype,specific_focus,unique_cue,avoid_repeat_note,composition_summary_token,depth_archetype
Reaper,Zenyatta,長射線で先に体力差を作る敵,ゼニヤッタの正面射線を避け、味方が視線を引いた瞬間に近距離の制圧火力を差し込む。,ゼニヤッタの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,ゼニヤッタへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、リーパーのヘルファイア・ショットガンとレイス・フォームの使い道を混同しない。,リーパー→ゼニヤッタ:長射線で先に体力差を作る敵,支援線を切ると崩れるサポート
Reaper,Mizuki,救助・回復でキルタイミングを遅らせる敵,ミズキの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,ミズキが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらミズキの次の回復・救助タイミングを狙う。,ミズキへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、リーパーのヘルファイア・ショットガンとレイス・フォームの使い道を混同しない。,リーパー→ミズキ:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Symmetra,D.Va,ダイブ経路と帰り道で勝負する機動敵,D.Vaのダイブ経路ではなく帰り道に照準を置き、高チャージビームを硬直後へ残す。,D.Vaがダイブした直後より、離脱方向が決まった瞬間を狙う。,D.Vaへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→D.Va:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Symmetra,Winston,ダイブ経路と帰り道で勝負する機動敵,ウィンストンのダイブ経路ではなく帰り道に照準を置き、高チャージビームを硬直後へ残す。,ウィンストンがダイブした直後より、離脱方向が決まった瞬間を狙う。,ウィンストンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ウィンストン:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Symmetra,Doomfist,ダイブ経路と帰り道で勝負する機動敵,ドゥームフィストのダイブ経路ではなく帰り道に照準を置き、高チャージビームを硬直後へ残す。,ドゥームフィストがダイブした直後より、離脱方向が決まった瞬間を狙う。,ドゥームフィストへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ドゥームフィスト:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Symmetra,Hazard,ダイブ経路と帰り道で勝負する機動敵,ハザードのダイブ経路ではなく帰り道に照準を置き、高チャージビームを硬直後へ残す。,ハザードがダイブした直後より、離脱方向が決まった瞬間を狙う。,ハザードへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ハザード:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Symmetra,Wrecking Ball,ダイブ経路と帰り道で勝負する機動敵,レッキング・ボールのダイブ経路ではなく帰り道に照準を置き、高チャージビームを硬直後へ残す。,レッキング・ボールがダイブした直後より、離脱方向が決まった瞬間を狙う。,レッキング・ボールへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→レッキング・ボール:ダイブ経路と帰り道で勝負する機動敵,接近時のダイブ経路と帰り道を管理するタンク
Symmetra,Zarya,正面時間を長くする高耐久敵,ザリアを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ザリアが防御を使った直後は、背後のダメージかサポートへ切り替える。,ザリアへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ザリア:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Symmetra,Junker Queen,正面時間を長くする高耐久敵,ジャンカー・クイーンを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ジャンカー・クイーンが防御を使った直後は、背後のダメージかサポートへ切り替える。,ジャンカー・クイーンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ジャンカー・クイーン:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Symmetra,Domina,正面時間を長くする高耐久敵,ドミナを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ドミナが防御を使った直後は、背後のダメージかサポートへ切り替える。,ドミナへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ドミナ:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Symmetra,Mauga,正面時間を長くする高耐久敵,マウガを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,マウガが防御を使った直後は、背後のダメージかサポートへ切り替える。,マウガへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→マウガ:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Symmetra,Ramattra,正面時間を長くする高耐久敵,ラマットラを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ラマットラが防御を使った直後は、背後のダメージかサポートへ切り替える。,ラマットラへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ラマットラ:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Symmetra,Roadhog,正面時間を長くする高耐久敵,ロードホッグを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ロードホッグが防御を使った直後は、背後のダメージかサポートへ切り替える。,ロードホッグへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ロードホッグ:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Symmetra,Orisa,正面時間を長くする高耐久敵,オリーサを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,オリーサが防御を使った直後は、背後のダメージかサポートへ切り替える。,オリーサへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→オリーサ:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Symmetra,Sigma,長射線で先に体力差を作る敵,シグマの正面射線を避け、味方が視線を引いた瞬間に狭所制圧とビーム圧を差し込む。,シグマの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,シグマへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→シグマ:長射線で先に体力差を作る敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Symmetra,Reinhardt,正面時間を長くする高耐久敵,ラインハルトを倒し切る前提にせず、防御スキルを吐かせて後衛へ照準を切り替える。,ラインハルトが防御を使った直後は、背後のダメージかサポートへ切り替える。,ラインハルトへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ラインハルト:正面時間を長くする高耐久敵,高耐久の前線スキルを削って後衛へ切り替えるタンク
Symmetra,Ashe,長射線で先に体力差を作る敵,アッシュの正面射線を避け、味方が視線を引いた瞬間に狭所制圧とビーム圧を差し込む。,アッシュの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,アッシュへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→アッシュ:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Symmetra,Widowmaker,長射線で先に体力差を作る敵,ウィドウメイカーの正面射線を避け、味方が視線を引いた瞬間に狭所制圧とビーム圧を差し込む。,ウィドウメイカーの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,ウィドウメイカーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ウィドウメイカー:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Symmetra,Emre,長射線で先に体力差を作る敵,エムレの正面射線を避け、味方が視線を引いた瞬間に狭所制圧とビーム圧を差し込む。,エムレの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,エムレへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→エムレ:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Symmetra,Cassidy,長射線で先に体力差を作る敵,キャスディの正面射線を避け、味方が視線を引いた瞬間に狭所制圧とビーム圧を差し込む。,キャスディの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,キャスディへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→キャスディ:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Symmetra,Sojourn,長射線で先に体力差を作る敵,ソジョーンの正面射線を避け、味方が視線を引いた瞬間に狭所制圧とビーム圧を差し込む。,ソジョーンの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,ソジョーンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ソジョーン:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Symmetra,Soldier: 76,長射線で先に体力差を作る敵,ソルジャー76の正面射線を避け、味方が視線を引いた瞬間に狭所制圧とビーム圧を差し込む。,ソルジャー76の照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,ソルジャー76への説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ソルジャー76:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Symmetra,Hanzo,長射線で先に体力差を作る敵,ハンゾーの正面射線を避け、味方が視線を引いた瞬間に狭所制圧とビーム圧を差し込む。,ハンゾーの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,ハンゾーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ハンゾー:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Symmetra,Freja,長射線で先に体力差を作る敵,フレイヤの正面射線を避け、味方が視線を引いた瞬間に狭所制圧とビーム圧を差し込む。,フレイヤの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,フレイヤへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→フレイヤ:長射線で先に体力差を作る敵,長射線で先に体力差を作る敵
Symmetra,Anran,ダイブ経路と帰り道で勝負する機動敵,アンランのダイブ経路ではなく帰り道に照準を置き、高チャージビームを硬直後へ残す。,アンランがダイブした直後より、離脱方向が決まった瞬間を狙う。,アンランへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→アンラン:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Symmetra,Genji,ダイブ経路と帰り道で勝負する機動敵,ゲンジのダイブ経路ではなく帰り道に照準を置き、高チャージビームを硬直後へ残す。,ゲンジがダイブした直後より、離脱方向が決まった瞬間を狙う。,ゲンジへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ゲンジ:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Symmetra,Shion,ダイブ経路と帰り道で勝負する機動敵,シオンのダイブ経路ではなく帰り道に照準を置き、高チャージビームを硬直後へ残す。,シオンがダイブした直後より、離脱方向が決まった瞬間を狙う。,シオンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→シオン:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Symmetra,Sombra,ダイブ経路と帰り道で勝負する機動敵,ソンブラのダイブ経路ではなく帰り道に照準を置き、高チャージビームを硬直後へ残す。,ソンブラがダイブした直後より、離脱方向が決まった瞬間を狙う。,ソンブラへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ソンブラ:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Symmetra,Tracer,ダイブ経路と帰り道で勝負する機動敵,トレーサーのダイブ経路ではなく帰り道に照準を置き、高チャージビームを硬直後へ残す。,トレーサーがダイブした直後より、離脱方向が決まった瞬間を狙う。,トレーサーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→トレーサー:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Symmetra,Venture,ダイブ経路と帰り道で勝負する機動敵,ベンチャーのダイブ経路ではなく帰り道に照準を置き、高チャージビームを硬直後へ残す。,ベンチャーがダイブした直後より、離脱方向が決まった瞬間を狙う。,ベンチャーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ベンチャー:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Symmetra,Reaper,ダイブ経路と帰り道で勝負する機動敵,リーパーのダイブ経路ではなく帰り道に照準を置き、高チャージビームを硬直後へ残す。,リーパーがダイブした直後より、離脱方向が決まった瞬間を狙う。,リーパーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→リーパー:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Symmetra,Vendetta,ダイブ経路と帰り道で勝負する機動敵,ヴェンデッタのダイブ経路ではなく帰り道に照準を置き、高チャージビームを硬直後へ残す。,ヴェンデッタがダイブした直後より、離脱方向が決まった瞬間を狙う。,ヴェンデッタへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ヴェンデッタ:ダイブ経路と帰り道で勝負する機動敵,ダイブ経路・帰り道・再突入を分けるフランカー
Symmetra,Echo,ダイブ経路と帰り道で勝負する機動敵,エコーのダイブ経路ではなく帰り道に照準を置き、高チャージビームを硬直後へ残す。,エコーがダイブした直後より、離脱方向が決まった瞬間を狙う。,エコーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→エコー:ダイブ経路と帰り道で勝負する機動敵,高度・着地・支援線を分ける空中敵
Symmetra,Pharah,ダイブ経路と帰り道で勝負する機動敵,ファラのダイブ経路ではなく帰り道に照準を置き、高チャージビームを硬直後へ残す。,ファラがダイブした直後より、離脱方向が決まった瞬間を狙う。,ファラへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ファラ:ダイブ経路と帰り道で勝負する機動敵,高度・着地・支援線を分ける空中敵
Symmetra,Symmetra,通路と退路を制限する設置・範囲敵,シンメトラの得意な通路を避け、設置物・範囲圧を処理してから射線を作る。,シンメトラの設置・範囲圧を越えて追わず、通路を変えて撃つ。,シンメトラへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→シンメトラ:通路と退路を制限する設置・範囲敵,通路と設置物で退路を制限する敵
Symmetra,Junkrat,通路と退路を制限する設置・範囲敵,ジャンクラットの得意な通路を避け、設置物・範囲圧を処理してから射線を作る。,ジャンクラットの設置・範囲圧を越えて追わず、通路を変えて撃つ。,ジャンクラットへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ジャンクラット:通路と退路を制限する設置・範囲敵,通路と設置物で退路を制限する敵
Symmetra,Torbjörn,スキル交換で有利不利が変わる敵,トールビョーンの主要スキルを見てから1回のピークし、テレポーターで次の位置へ戻る。,トールビョーンの主要スキル後にだけ前へ出て、失敗したらテレポーターを退路に使う。,トールビョーンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→トールビョーン:スキル交換で有利不利が変わる敵,通路と設置物で退路を制限する敵
Symmetra,Bastion,長射線で先に体力差を作る敵,バスティオンの正面射線を避け、味方が視線を引いた瞬間に狭所制圧とビーム圧を差し込む。,バスティオンの照準が味方へ向いた一拍だけ撃ち、同じ射線へ戻らない。,バスティオンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→バスティオン:長射線で先に体力差を作る敵,通路と設置物で退路を制限する敵
Symmetra,Mei,通路と退路を制限する設置・範囲敵,メイの得意な通路を避け、設置物・範囲圧を処理してから射線を作る。,メイの設置・範囲圧を越えて追わず、通路を変えて撃つ。,メイへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→メイ:通路と退路を制限する設置・範囲敵,通路と設置物で退路を制限する敵
Symmetra,Illari,救助・回復でキルタイミングを遅らせる敵,イラリーの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,イラリーが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらイラリーの次の回復・救助タイミングを狙う。,イラリーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→イラリー:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Symmetra,Jetpack Cat,ダイブ経路と帰り道で勝負する機動敵,ジェットパック・キャットのダイブ経路ではなく帰り道に照準を置き、高チャージビームを硬直後へ残す。,ジェットパック・キャットがダイブした直後より、離脱方向が決まった瞬間を狙う。,ジェットパック・キャットへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ジェットパック・キャット:ダイブ経路と帰り道で勝負する機動敵,支援線を切ると崩れるサポート
Symmetra,Juno,ダイブ経路と帰り道で勝負する機動敵,ジュノのダイブ経路ではなく帰り道に照準を置き、高チャージビームを硬直後へ残す。,ジュノがダイブした直後より、離脱方向が決まった瞬間を狙う。,ジュノへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ジュノ:ダイブ経路と帰り道で勝負する機動敵,支援線を切ると崩れるサポート
Symmetra,Baptiste,救助・回復でキルタイミングを遅らせる敵,バティストの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,バティストが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらバティストの次の回復・救助タイミングを狙う。,バティストへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→バティスト:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Symmetra,Mercy,救助・回復でキルタイミングを遅らせる敵,マーシーの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,マーシーが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらマーシーの次の回復・救助タイミングを狙う。,マーシーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→マーシー:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Symmetra,Lifeweaver,救助・回復でキルタイミングを遅らせる敵,ライフウィーバーの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,ライフウィーバーが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらライフウィーバーの次の回復・救助タイミングを狙う。,ライフウィーバーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ライフウィーバー:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Symmetra,Kiriko,救助・回復でキルタイミングを遅らせる敵,キリコの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,キリコが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらキリコの次の回復・救助タイミングを狙う。,キリコへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→キリコ:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Symmetra,Brigitte,救助・回復でキルタイミングを遅らせる敵,ブリギッテの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,ブリギッテが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらブリギッテの次の回復・救助タイミングを狙う。,ブリギッテへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→ブリギッテ:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
Symmetra,Moira,救助・回復でキルタイミングを遅らせる敵,モイラの救助先と本人を交互に見て、防御・救助・移動スキルを使わせる順番を固定する。,モイラが味方を助けた直後は、救助された敵が遮蔽から離れたままならその敵を継続して撃ち、遮蔽へ戻れたらモイラの次の回復・救助タイミングを狙う。,モイラへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シンメトラ→モイラ:救助・回復でキルタイミングを遅らせる敵,救助・回復スキルでキルタイミングを遅らせるサポート
