target_id,enemy_id,matchup_rating,verdict,advantage_reason,disadvantage_reason,win_condition,loss_condition,play_priority,confidence
Cassidy,Echo,5.0,五分,キャスディは近中距離で1回のピークすれば、エコーに一方的な圧を受けにくい。先に倒すより、ピースキーパーの単発圧でスキルを使わせて次の射線へ移る形が安定する。,エコーの高さの差、接近と離脱を先に受けると五分以下になる。コンバット・ロールを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、エコーのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけフラッシュバン後の追撃を合わせること。,負け筋は、エコーを一人で追い、コンバット・ロールや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Cassidy,Pharah,5.0,五分,キャスディは近中距離で1回のピークすれば、ファラに一方的な圧を受けにくい。先に倒すより、ピースキーパーの単発圧でスキルを使わせて次の射線へ移る形が安定する。,ファラの高さの差、接近と離脱を先に受けると五分以下になる。コンバット・ロールを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ファラのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけフラッシュバン後の追撃を合わせること。,負け筋は、ファラを一人で追い、コンバット・ロールや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Cassidy,Symmetra,6.0,やや有利,キャスディは接近拒否と短い撃ち合いで、シンメトラは位置取りとスキル交換で有利不利が変わる相手に先に体力差を作れる。フラッシュバン後の追撃は、シンメトラの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしシンメトラのスキル交換を無視すると、長射線と高機動相手の深追いを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、シンメトラの主要スキルを見てからピースキーパーの単発圧で短く体力差を作り、目的が消えたら位置を変えること。,負け筋は、シンメトラの得意距離で長く撃ち合い、次の射線変更が遅れること。,遮蔽に戻れる時間だけ削って位置を変える,high
Cassidy,Junkrat,5.0,五分,キャスディは近中距離で1回のピークすれば、ジャンクラットに一方的な圧を受けにくい。先に倒すより、ピースキーパーの単発圧でスキルを使わせて次の射線へ移る形が安定する。,ジャンクラットのスキル交換を先に受けると五分以下になる。コンバット・ロールを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ジャンクラットの主要スキルを見てからピースキーパーの単発圧で短く体力差を作り、目的が消えたら位置を変えること。,負け筋は、ジャンクラットの得意距離で長く撃ち合い、次の射線変更が遅れること。,遮蔽に戻れる時間だけ削って位置を変える,high
Cassidy,Torbjörn,6.0,やや有利,キャスディは接近拒否と短い撃ち合いで、トールビョーンは位置取りとスキル交換で有利不利が変わる相手に先に体力差を作れる。フラッシュバン後の追撃は、トールビョーンの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしトールビョーンのスキル交換を無視すると、長射線と高機動相手の深追いを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、トールビョーンの主要スキルを見てからピースキーパーの単発圧で短く体力差を作り、目的が消えたら位置を変えること。,負け筋は、トールビョーンの得意距離で長く撃ち合い、次の射線変更が遅れること。,遮蔽に戻れる時間だけ削って位置を変える,high
Cassidy,Bastion,7.0,有利,キャスディは接近拒否と短い撃ち合いで、バスティオンは長い射線で先に体力差を作る相手に先に体力差を作れる。フラッシュバン後の追撃は、バスティオンの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしバスティオンの長射線の先制ダメージを無視すると、長射線と高機動相手の深追いを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、バスティオンと正面で見合わず、味方の前進や射線が割れた瞬間にピースキーパーの単発圧を差し込むこと。,負け筋は、バスティオンの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,撃破候補,high
Cassidy,Mei,5.0,五分,キャスディは近中距離で1回のピークすれば、メイに一方的な圧を受けにくい。先に倒すより、ピースキーパーの単発圧でスキルを使わせて次の射線へ移る形が安定する。,メイのスキル交換を先に受けると五分以下になる。コンバット・ロールを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、メイの主要スキルを見てからピースキーパーの単発圧で短く体力差を作り、目的が消えたら位置を変えること。,負け筋は、メイの得意距離で長く撃ち合い、次の射線変更が遅れること。,遮蔽に戻れる時間だけ削って位置を変える,high
Cassidy,Illari,5.0,五分,キャスディは近中距離で1回のピークすれば、イラリーに一方的な圧を受けにくい。先に倒すより、ピースキーパーの単発圧でスキルを使わせて次の射線へ移る形が安定する。,イラリーの長射線の先制ダメージ、救助・回復・妨害を先に受けると五分以下になる。コンバット・ロールを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、イラリー本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にフラッシュバン後の追撃を通すこと。,負け筋は、イラリーの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,防御・救助・移動スキルを使わせる,high
Cassidy,Jetpack Cat,5.0,五分,キャスディは近中距離で1回のピークすれば、ジェットパック・キャットに一方的な圧を受けにくい。先に倒すより、ピースキーパーの単発圧でスキルを使わせて次の射線へ移る形が安定する。,ジェットパック・キャットの高さの差、接近と離脱を先に受けると五分以下になる。コンバット・ロールを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ジェットパック・キャット本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にフラッシュバン後の追撃を通すこと。,負け筋は、ジェットパック・キャットを一人で追い、コンバット・ロールや退路を失った状態で反撃を受けること。,防御・救助・移動スキルを使わせる,high
Cassidy,Juno,5.0,五分,キャスディは近中距離で1回のピークすれば、ジュノに一方的な圧を受けにくい。先に倒すより、ピースキーパーの単発圧でスキルを使わせて次の射線へ移る形が安定する。,ジュノの高さの差、接近と離脱を先に受けると五分以下になる。コンバット・ロールを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ジュノ本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にフラッシュバン後の追撃を通すこと。,負け筋は、ジュノを一人で追い、コンバット・ロールや退路を失った状態で反撃を受けること。,防御・救助・移動スキルを使わせる,high
Cassidy,Baptiste,5.0,五分,キャスディは近中距離で1回のピークすれば、バティストに一方的な圧を受けにくい。先に倒すより、ピースキーパーの単発圧でスキルを使わせて次の射線へ移る形が安定する。,バティストの長射線の先制ダメージ、救助・回復・妨害を先に受けると五分以下になる。コンバット・ロールを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、バティスト本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にフラッシュバン後の追撃を通すこと。,負け筋は、バティストの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,防御・救助・移動スキルを使わせる,high
Cassidy,Mercy,6.0,やや有利,キャスディは接近拒否と短い撃ち合いで、マーシーは高低差と空中射線で被弾時間をずらす相手に先に体力差を作れる。フラッシュバン後の追撃は、マーシーの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしマーシーの高さの差、接近と離脱を無視すると、長射線と高機動相手の深追いを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、マーシー本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にフラッシュバン後の追撃を通すこと。,負け筋は、マーシーを一人で追い、コンバット・ロールや退路を失った状態で反撃を受けること。,防御・救助・移動スキルを使わせる,high
Cassidy,Lifeweaver,6.0,やや有利,キャスディは接近拒否と短い撃ち合いで、ライフウィーバーは回復・救助・妨害でキルタイミングを遅らせる相手に先に体力差を作れる。フラッシュバン後の追撃は、ライフウィーバーの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしライフウィーバーの救助・回復・妨害を無視すると、長射線と高機動相手の深追いを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、ライフウィーバー本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にフラッシュバン後の追撃を通すこと。,負け筋は、ライフウィーバーの救助・妨害が残ったまま決定打やデッド・アイを使うこと。,防御・救助・移動スキルを使わせる,high
Cassidy,Kiriko,4.0,やや不利,キャスディにも勝ち筋はあるが、キリコが得意な射線や接近を許すと主導権を取られやすい。ピースキーパーの単発圧は長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、キリコの接近と離脱、救助・回復・妨害がキャスディの長射線と高機動相手の深追いに刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、キリコ本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にフラッシュバン後の追撃を通すこと。,負け筋は、キリコを一人で追い、コンバット・ロールや退路を失った状態で反撃を受けること。,防御・救助・移動スキルを使わせる,high
Cassidy,Brigitte,5.0,五分,キャスディは近中距離で1回のピークすれば、ブリギッテに一方的な圧を受けにくい。先に倒すより、ピースキーパーの単発圧でスキルを使わせて次の射線へ移る形が安定する。,ブリギッテの救助・回復・妨害を先に受けると五分以下になる。コンバット・ロールを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ブリギッテ本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にフラッシュバン後の追撃を通すこと。,負け筋は、ブリギッテの救助・妨害が残ったまま決定打やデッド・アイを使うこと。,防御・救助・移動スキルを使わせる,high
Cassidy,Moira,6.0,やや有利,キャスディは接近拒否と短い撃ち合いで、モイラは回復・救助・妨害でキルタイミングを遅らせる相手に先に体力差を作れる。フラッシュバン後の追撃は、モイラの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしモイラの救助・回復・妨害を無視すると、長射線と高機動相手の深追いを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、モイラ本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にフラッシュバン後の追撃を通すこと。,負け筋は、モイラの救助・妨害が残ったまま決定打やデッド・アイを使うこと。,防御・救助・移動スキルを使わせる,high
Cassidy,Lúcio,5.0,五分,キャスディは近中距離で1回のピークすれば、ルシオに一方的な圧を受けにくい。先に倒すより、ピースキーパーの単発圧でスキルを使わせて次の射線へ移る形が安定する。,ルシオの接近と離脱、救助・回復・妨害を先に受けると五分以下になる。コンバット・ロールを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ルシオ本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にフラッシュバン後の追撃を通すこと。,負け筋は、ルシオを一人で追い、コンバット・ロールや退路を失った状態で反撃を受けること。,防御・救助・移動スキルを使わせる,high
Cassidy,Ana,6.0,やや有利,キャスディは接近拒否と短い撃ち合いで、アナは長い射線で先に体力差を作る相手に先に体力差を作れる。フラッシュバン後の追撃は、アナの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしアナの長射線の先制ダメージ、救助・回復・妨害を無視すると、長射線と高機動相手の深追いを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、アナ本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にフラッシュバン後の追撃を通すこと。,負け筋は、アナの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,防御・救助・移動スキルを使わせる,high
Cassidy,Wuyang,5.0,五分,キャスディは近中距離で1回のピークすれば、ウーヤンに一方的な圧を受けにくい。先に倒すより、ピースキーパーの単発圧でスキルを使わせて次の射線へ移る形が安定する。,ウーヤンの救助・回復・妨害を先に受けると五分以下になる。コンバット・ロールを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ウーヤン本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にフラッシュバン後の追撃を通すこと。,負け筋は、ウーヤンの救助・妨害が残ったまま決定打やデッド・アイを使うこと。,防御・救助・移動スキルを使わせる,high
Cassidy,Zenyatta,7.0,有利,キャスディは接近拒否と短い撃ち合いで、ゼニヤッタは長い射線で先に体力差を作る相手に先に体力差を作れる。フラッシュバン後の追撃は、ゼニヤッタの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしゼニヤッタの長射線の先制ダメージ、救助・回復・妨害を無視すると、長射線と高機動相手の深追いを突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、ゼニヤッタ本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にフラッシュバン後の追撃を通すこと。,負け筋は、ゼニヤッタの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,撃破候補,high
Cassidy,Mizuki,5.0,五分,キャスディは近中距離で1回のピークすれば、ミズキに一方的な圧を受けにくい。先に倒すより、ピースキーパーの単発圧でスキルを使わせて次の射線へ移る形が安定する。,ミズキの救助・回復・妨害を先に受けると五分以下になる。コンバット・ロールを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ミズキ本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にフラッシュバン後の追撃を通すこと。,負け筋は、ミズキの救助・妨害が残ったまま決定打やデッド・アイを使うこと。,防御・救助・移動スキルを使わせる,high
Ashe,D.Va,5.0,五分,アッシュは中長距離で1回のピークすれば、D.Vaに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,D.Vaの高さの差、接近と離脱を先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、D.Vaを削って防御スキルを使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、D.Vaを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,Winston,4.0,やや不利,アッシュにも勝ち筋はあるが、ウィンストンが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ウィンストンの高さの差、接近と離脱がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ウィンストンを削って防御スキルを使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ウィンストンを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,Doomfist,2.0,不利,アッシュにも勝ち筋はあるが、ドゥームフィストが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ドゥームフィストの高さの差、接近と離脱がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ドゥームフィストを削って防御スキルを使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ドゥームフィストを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,Hazard,4.0,やや不利,アッシュにも勝ち筋はあるが、ハザードが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ハザードの接近と離脱、高耐久と正面圧がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ハザードを削って防御スキルを使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ハザードを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,Wrecking Ball,2.0,不利,アッシュにも勝ち筋はあるが、レッキング・ボールが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、レッキング・ボールの高さの差、接近と離脱がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、レッキング・ボールを削って防御スキルを使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、レッキング・ボールを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,Zarya,5.0,五分,アッシュは中長距離で1回のピークすれば、ザリアに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,ザリアの高耐久と正面圧を先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ザリアを削って防御スキルを使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ザリアだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Ashe,Junker Queen,4.0,やや不利,アッシュにも勝ち筋はあるが、ジャンカー・クイーンが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ジャンカー・クイーンの高耐久と正面圧がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ジャンカー・クイーンを削って防御スキルを使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ジャンカー・クイーンだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Ashe,Domina,5.0,五分,アッシュは中長距離で1回のピークすれば、ドミナに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,ドミナの高耐久と正面圧を先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ドミナを削って防御スキルを使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ドミナだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Ashe,Mauga,5.0,五分,アッシュは中長距離で1回のピークすれば、マウガに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,マウガの高耐久と正面圧を先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、マウガを削って防御スキルを使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、マウガだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Ashe,Ramattra,5.0,五分,アッシュは中長距離で1回のピークすれば、ラマットラに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,ラマットラの高耐久と正面圧を先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ラマットラを削って防御スキルを使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ラマットラだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Ashe,Roadhog,5.0,五分,アッシュは中長距離で1回のピークすれば、ロードホッグに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,ロードホッグの高耐久と正面圧を先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ロードホッグを削って防御スキルを使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ロードホッグだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Ashe,Orisa,5.0,五分,アッシュは中長距離で1回のピークすれば、オリーサに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,オリーサの高耐久と正面圧を先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、オリーサを削って防御スキルを使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、オリーサだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Ashe,Sigma,5.0,五分,アッシュは中長距離で1回のピークすれば、シグマに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,シグマの長射線の先制ダメージ、高耐久と正面圧を先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、シグマを削って防御スキルを使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、シグマの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,削って後衛へ切り替える,high
Ashe,Reinhardt,5.0,五分,アッシュは中長距離で1回のピークすれば、ラインハルトに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,ラインハルトの高耐久と正面圧を先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ラインハルトを削って防御スキルを使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ラインハルトだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Ashe,Ashe,5.0,五分,アッシュは中長距離で1回のピークすれば、アッシュに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,アッシュの長射線の先制ダメージを先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、アッシュと正面で見合わず、味方の前進や射線が割れた瞬間にザ・ヴァイパーとダイナマイトを差し込むこと。,負け筋は、アッシュの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Ashe,Widowmaker,2.0,不利,アッシュにも勝ち筋はあるが、ウィドウメイカーが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ウィドウメイカーの長射線の先制ダメージがアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ウィドウメイカーと正面で見合わず、味方の前進や射線が割れた瞬間にザ・ヴァイパーとダイナマイトを差し込むこと。,負け筋は、ウィドウメイカーの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,単独勝負を避ける,high
Ashe,Emre,5.0,五分,アッシュは中長距離で1回のピークすれば、エムレに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,エムレの長射線の先制ダメージを先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、エムレと正面で見合わず、味方の前進や射線が割れた瞬間にザ・ヴァイパーとダイナマイトを差し込むこと。,負け筋は、エムレの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Ashe,Cassidy,5.0,五分,アッシュは中長距離で1回のピークすれば、キャスディに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,キャスディの長射線の先制ダメージを先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、キャスディと正面で見合わず、味方の前進や射線が割れた瞬間にザ・ヴァイパーとダイナマイトを差し込むこと。,負け筋は、キャスディの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Ashe,Sojourn,4.0,やや不利,アッシュにも勝ち筋はあるが、ソジョーンが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ソジョーンの長射線の先制ダメージがアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ソジョーンと正面で見合わず、味方の前進や射線が割れた瞬間にザ・ヴァイパーとダイナマイトを差し込むこと。,負け筋は、ソジョーンの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,単独勝負を避ける,high
Ashe,Soldier: 76,6.0,やや有利,アッシュは長射線の先制圧と継続的な燃焼圧で、ソルジャー76は長い射線で先に体力差を作る相手に先に体力差を作れる。ダイナマイト後の射撃は、ソルジャー76の移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしソルジャー76の長射線の先制ダメージを無視すると、密着された時の防御手段不足を突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、ソルジャー76と正面で見合わず、味方の前進や射線が割れた瞬間にザ・ヴァイパーとダイナマイトを差し込むこと。,負け筋は、ソルジャー76の見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Ashe,Hanzo,5.0,五分,アッシュは中長距離で1回のピークすれば、ハンゾーに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,ハンゾーの長射線の先制ダメージを先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ハンゾーと正面で見合わず、味方の前進や射線が割れた瞬間にザ・ヴァイパーとダイナマイトを差し込むこと。,負け筋は、ハンゾーの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Ashe,Freja,4.0,やや不利,アッシュにも勝ち筋はあるが、フレイヤが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、フレイヤの長射線の先制ダメージがアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、フレイヤと正面で見合わず、味方の前進や射線が割れた瞬間にザ・ヴァイパーとダイナマイトを差し込むこと。,負け筋は、フレイヤの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,単独勝負を避ける,high
Ashe,Anran,2.0,不利,アッシュにも勝ち筋はあるが、アンランが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、アンランの接近と離脱がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、アンランのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけダイナマイト後の射撃を合わせること。,負け筋は、アンランを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,Genji,2.0,不利,アッシュにも勝ち筋はあるが、ゲンジが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ゲンジの高さの差、接近と離脱がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ゲンジのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけダイナマイト後の射撃を合わせること。,負け筋は、ゲンジを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
