target_id,enemy_id,primary_category,secondary_category,ui_badge_label,category_description,category_reason,recommended_response,avoid_response,practice_focus
Cassidy,Widowmaker,長射線管理,撃ち合いテンポ,長射線,正面の撃ち合いを避け、短い別射線で体力差を作る対面。,正面射線を避け、短い別射線で体力差を作る。,ウィドウメイカーの正面射線を避け、味方が視線を引いた一拍だけ別射線から撃つ。,ウィドウメイカーの得意射線で正面から長く撃ち合う。,キャスディ視点では「長射線管理」として処理する。最初に正面射線を避け、短い別射線で体力差を作る。
Cassidy,Emre,長射線管理,撃ち合いテンポ,長射線,正面の撃ち合いを避け、短い別射線で体力差を作る対面。,正面射線を避け、短い別射線で体力差を作る。,エムレの正面射線を避け、味方が視線を引いた一拍だけ別射線から撃つ。,エムレの得意射線で正面から長く撃ち合う。次の遮蔽へ戻る。,キャスディ視点では「長射線管理」として処理する。最初に正面射線を避け、短い別射線で体力差を作る。
Cassidy,Cassidy,長射線管理,撃ち合いテンポ,長射線,正面の撃ち合いを避け、短い別射線で体力差を作る対面。,正面射線を避け、短い別射線で体力差を作る。,キャスディの正面射線を避け、味方が視線を引いた一拍だけ別射線から撃つ。,キャスディの得意射線で正面から長く撃ち合う。,キャスディ視点では「長射線管理」として処理する。最初に正面射線を避け、短い別射線で体力差を作る。
Cassidy,Sojourn,長射線管理,撃ち合いテンポ,長射線,正面の撃ち合いを避け、短い別射線で体力差を作る対面。,正面射線を避け、短い別射線で体力差を作る。,ソジョーンの正面射線を避け、味方が視線を引いた一拍だけ別射線から撃つ。,ソジョーンの得意射線で正面から長く撃ち合う。,キャスディ視点では「長射線管理」として処理する。最初に正面射線を避け、短い別射線で体力差を作る。
Cassidy,Soldier: 76,撃ち合いテンポ,撃ち合いテンポ,撃ち合い,スキル交換後の1回のピークで有利不利が変わる対面。,主要スキル後の1回のピークで有利を取る。,ソルジャー76の主要スキル後に1回のピークし、同じ位置で撃ち合いを続けない。,ソルジャー76のスキルが残っている状態で同じピークを繰り返す。,キャスディ視点では「撃ち合いテンポ」として処理する。最初に主要スキル後の1回のピークで有利を取る。
Cassidy,Hanzo,長射線管理,撃ち合いテンポ,長射線,正面の撃ち合いを避け、短い別射線で体力差を作る対面。,正面射線を避け、短い別射線で体力差を作る。,ハンゾーの正面射線を避け、味方が視線を引いた一拍だけ別射線から撃つ。,ハンゾーの得意射線で正面から長く撃ち合う。次の遮蔽へ戻る。,キャスディ視点では「長射線管理」として処理する。最初に正面射線を避け、短い別射線で体力差を作る。
Cassidy,Freja,長射線管理,撃ち合いテンポ,長射線,正面の撃ち合いを避け、短い別射線で体力差を作る対面。,正面射線を避け、短い別射線で体力差を作る。,フレイヤの正面射線を避け、味方が視線を引いた一拍だけ別射線から撃つ。,フレイヤの得意射線で正面から長く撃ち合う。次の遮蔽へ戻る。,キャスディ視点では「長射線管理」として処理する。最初に正面射線を避け、短い別射線で体力差を作る。
Cassidy,Anran,接近拒否,撃ち合いテンポ,接近拒否,接近される前の削りと、入られた後の短い迎撃を分ける対面。,入られる前の削りと、入られた後の迎撃を分ける。,アンランが接近する前に体力差を作り、入られたら移動スキル使用直後の硬直を狙いて退路へ戻る。,アンランを単独で深追いし、味方射線と回復範囲から外れる。,キャスディ視点では「接近拒否」として処理する。最初に入られる前の削りと、入られた後の迎撃を分ける。
Cassidy,Genji,空中対策,フランカー対策,空中対策,高度・着地・支援線を分けて処理する対面。,着地・遮蔽移動・支援線を分けて処理する。,ゲンジの敵が空中の高い位置にいる時ではなく、降下・着地・支援線が切れる瞬間へ近中距離迎撃を合わせる。,ゲンジを見上げ続けて地上の脅威と遮蔽を失う。,キャスディ視点では「空中対策」として処理する。最初に着地・遮蔽移動・支援線を分けて処理する。
Cassidy,Shion,空中対策,フランカー対策,空中対策,高度・着地・支援線を分けて処理する対面。,着地・遮蔽移動・支援線を分けて処理する。,シオンの敵が空中の高い位置にいる時ではなく、降下・着地・支援線が切れる瞬間へ近中距離迎撃を合わせる。,シオンを見上げ続けて地上の脅威と遮蔽を失う。,キャスディ視点では「空中対策」として処理する。最初に着地・遮蔽移動・支援線を分けて処理する。
Cassidy,Sombra,接近拒否,範囲・設置物処理,接近拒否,接近される前の削りと、入られた後の短い迎撃を分ける対面。,入られる前の削りと、入られた後の迎撃を分ける。,ソンブラが接近する前に体力差を作り、入られたら移動スキル使用直後の硬直を狙いて退路へ戻る。,ソンブラを単独で深追いし、味方射線と回復範囲から外れる。,キャスディ視点では「接近拒否」として処理する。最初に入られる前の削りと、入られた後の迎撃を分ける。
Cassidy,Tracer,接近拒否,撃ち合いテンポ,接近拒否,接近される前の削りと、入られた後の短い迎撃を分ける対面。,入られる前の削りと、入られた後の迎撃を分ける。,トレーサーが接近する前に体力差を作り、入られたら移動スキル使用直後の硬直を狙いて退路へ戻る。,トレーサーを単独で深追いし、味方射線と回復範囲から外れる。,キャスディ視点では「接近拒否」として処理する。最初に入られる前の削りと、入られた後の迎撃を分ける。
Cassidy,Venture,接近拒否,長射線管理,接近拒否,接近される前の削りと、入られた後の短い迎撃を分ける対面。,入られる前の削りと、入られた後の迎撃を分ける。,ベンチャーが接近する前に体力差を作り、入られたら移動スキル使用直後の硬直を狙いて退路へ戻る。,ベンチャーを単独で深追いし、味方射線と回復範囲から外れる。,キャスディ視点では「接近拒否」として処理する。最初に入られる前の削りと、入られた後の迎撃を分ける。
Cassidy,Reaper,接近拒否,長射線管理,接近拒否,接近される前の削りと、入られた後の短い迎撃を分ける対面。,入られる前の削りと、入られた後の迎撃を分ける。,リーパーが接近する前に体力差を作り、入られたら移動スキル使用直後の硬直を狙いて退路へ戻る。,リーパーを単独で深追いし、味方射線と回復範囲から外れる。,キャスディ視点では「接近拒否」として処理する。最初に入られる前の削りと、入られた後の迎撃を分ける。
Cassidy,Vendetta,接近拒否,長射線管理,接近拒否,接近される前の削りと、入られた後の短い迎撃を分ける対面。,入られる前の削りと、入られた後の迎撃を分ける。,ヴェンデッタが接近する前に体力差を作り、入られたら移動スキル使用直後の硬直を狙いて退路へ戻る。,ヴェンデッタを単独で深追いし、味方射線と回復範囲から外れる。,キャスディ視点では「接近拒否」として処理する。最初に入られる前の削りと、入られた後の迎撃を分ける。
Cassidy,Echo,空中対策,フランカー対策,空中対策,高度・着地・支援線を分けて処理する対面。,着地・遮蔽移動・支援線を分けて処理する。,エコーの敵が空中の高い位置にいる時ではなく、降下・着地・支援線が切れる瞬間へ近中距離迎撃を合わせる。,エコーを見上げ続けて地上の脅威と遮蔽を失う。,キャスディ視点では「空中対策」として処理する。最初に着地・遮蔽移動・支援線を分けて処理する。
Cassidy,Pharah,空中対策,フランカー対策,空中対策,高度・着地・支援線を分けて処理する対面。,着地・遮蔽移動・支援線を分けて処理する。,ファラの敵が空中の高い位置にいる時ではなく、降下・着地・支援線が切れる瞬間へ近中距離迎撃を合わせる。,ファラを見上げ続けて地上の脅威と遮蔽を失う。,キャスディ視点では「空中対策」として処理する。最初に着地・遮蔽移動・支援線を分けて処理する。
Cassidy,Symmetra,範囲・設置物処理,撃ち合いテンポ,設置処理,設置物、罠、範囲圧を処理してから射線を作る対面。,設置物・範囲圧を処理してから通路を使う。,シンメトラの得意な通路に残らず、設置物や範囲圧を処理してから射線を作る。,シンメトラの範囲圧が残る通路で粘り続ける。次の遮蔽へ戻る。,キャスディ視点では「範囲・設置物処理」として処理する。最初に設置物・範囲圧を処理してから通路を使う。
Cassidy,Junkrat,範囲・設置物処理,長射線管理,設置処理,設置物、罠、範囲圧を処理してから射線を作る対面。,設置物・範囲圧を処理してから通路を使う。,ジャンクラットの得意な通路に残らず、設置物や範囲圧を処理してから射線を作る。,ジャンクラットの範囲圧が残る通路で粘り続ける。,キャスディ視点では「範囲・設置物処理」として処理する。最初に設置物・範囲圧を処理してから通路を使う。
Cassidy,Torbjörn,撃ち合いテンポ,撃ち合いテンポ,撃ち合い,スキル交換後の1回のピークで有利不利が変わる対面。,主要スキル後の1回のピークで有利を取る。,トールビョーンの主要スキル後に1回のピークし、同じ位置で撃ち合いを続けない。,トールビョーンのスキルが残っている状態で同じピークを繰り返す。,キャスディ視点では「撃ち合いテンポ」として処理する。最初に主要スキル後の1回のピークで有利を取る。
Cassidy,Bastion,範囲・設置物処理,長射線管理,設置処理,設置物、罠、範囲圧を処理してから射線を作る対面。,設置物・範囲圧を処理してから通路を使う。,バスティオンの得意な通路に残らず、設置物や範囲圧を処理してから射線を作る。,バスティオンの範囲圧が残る通路で粘り続ける。,キャスディ視点では「範囲・設置物処理」として処理する。最初に設置物・範囲圧を処理してから通路を使う。
Cassidy,Mei,範囲・設置物処理,撃ち合いテンポ,設置処理,設置物、罠、範囲圧を処理してから射線を作る対面。,設置物・範囲圧を処理してから通路を使う。,メイの得意な通路に残らず、設置物や範囲圧を処理してから射線を作る。,メイの範囲圧が残る通路で粘り続ける。次の遮蔽へ戻る。,キャスディ視点では「範囲・設置物処理」として処理する。最初に設置物・範囲圧を処理してから通路を使う。
Cassidy,Illari,救助崩し,長射線管理,救助崩し,本人撃破より、救助・回復スキルを使わせる順番が重要な対面。,撃破より先に救助・回復スキルを吐かせる。,イラリー本人と救助先を交互に見て、防御・救助・移動スキルを使わせてから次に撃つ敵を選び直す。,イラリーの救助スキルを見ないまま撃破確定だと決めつける。,キャスディ視点では「救助崩し」として処理する。最初に撃破より先に救助・回復スキルを吐かせる。
Cassidy,Jetpack Cat,空中対策,救助崩し,空中対策,高度・着地・支援線を分けて処理する対面。,着地・遮蔽移動・支援線を分けて処理する。,ジェットパック・キャットの敵が空中の高い位置にいる時ではなく、降下・着地・支援線が切れる瞬間へ近中距離迎撃を合わせる。,ジェットパック・キャットを見上げ続けて地上の脅威と遮蔽を失う。,キャスディ視点では「空中対策」として処理する。最初に着地・遮蔽移動・支援線を分けて処理する。
Cassidy,Juno,空中対策,救助崩し,空中対策,高度・着地・支援線を分けて処理する対面。,着地・遮蔽移動・支援線を分けて処理する。,ジュノの敵が空中の高い位置にいる時ではなく、降下・着地・支援線が切れる瞬間へ近中距離迎撃を合わせる。,ジュノを見上げ続けて地上の脅威と遮蔽を失う。,キャスディ視点では「空中対策」として処理する。最初に着地・遮蔽移動・支援線を分けて処理する。
Cassidy,Baptiste,救助崩し,撃ち合いテンポ,救助崩し,本人撃破より、救助・回復スキルを使わせる順番が重要な対面。,撃破より先に救助・回復スキルを吐かせる。,バティスト本人と救助先を交互に見て、防御・救助・移動スキルを使わせてから次に撃つ敵を選び直す。,バティストの救助スキルを見ないまま撃破確定だと決めつける。,キャスディ視点では「救助崩し」として処理する。最初に撃破より先に救助・回復スキルを吐かせる。
Cassidy,Mercy,空中対策,救助崩し,空中対策,高度・着地・支援線を分けて処理する対面。,着地・遮蔽移動・支援線を分けて処理する。,マーシーの敵が空中の高い位置にいる時ではなく、降下・着地・支援線が切れる瞬間へ近中距離迎撃を合わせる。,マーシーを見上げ続けて地上の脅威と遮蔽を失う。,キャスディ視点では「空中対策」として処理する。最初に着地・遮蔽移動・支援線を分けて処理する。
Cassidy,Lifeweaver,救助崩し,撃ち合いテンポ,救助崩し,本人撃破より、救助・回復スキルを使わせる順番が重要な対面。,撃破より先に救助・回復スキルを吐かせる。,ライフウィーバー本人と救助先を交互に見て、防御・救助・移動スキルを使わせてから次に撃つ敵を選び直す。,ライフウィーバーの救助スキルを見ないまま撃破確定だと決めつける。,キャスディ視点では「救助崩し」として処理する。最初に撃破より先に救助・回復スキルを吐かせる。
Cassidy,Kiriko,接近拒否,救助崩し,接近拒否,接近される前の削りと、入られた後の短い迎撃を分ける対面。,入られる前の削りと、入られた後の迎撃を分ける。,キリコが接近する前に体力差を作り、入られたら移動スキル使用直後の硬直を狙いて退路へ戻る。,キリコを単独で深追いし、味方射線と回復範囲から外れる。,キャスディ視点では「接近拒否」として処理する。最初に入られる前の削りと、入られた後の迎撃を分ける。
Cassidy,Brigitte,救助崩し,撃ち合いテンポ,救助崩し,本人撃破より、救助・回復スキルを使わせる順番が重要な対面。,撃破より先に救助・回復スキルを吐かせる。,ブリギッテ本人と救助先を交互に見て、防御・救助・移動スキルを使わせてから次に撃つ敵を選び直す。,ブリギッテの救助スキルを見ないまま撃破確定だと決めつける。,キャスディ視点では「救助崩し」として処理する。最初に撃破より先に救助・回復スキルを吐かせる。
Cassidy,Moira,接近拒否,救助崩し,接近拒否,接近される前の削りと、入られた後の短い迎撃を分ける対面。,入られる前の削りと、入られた後の迎撃を分ける。,モイラが接近する前に体力差を作り、入られたら移動スキル使用直後の硬直を狙いて退路へ戻る。,モイラを単独で深追いし、味方射線と回復範囲から外れる。,キャスディ視点では「接近拒否」として処理する。最初に入られる前の削りと、入られた後の迎撃を分ける。
Cassidy,Lúcio,接近拒否,救助崩し,接近拒否,接近される前の削りと、入られた後の短い迎撃を分ける対面。,入られる前の削りと、入られた後の迎撃を分ける。,ルシオが接近する前に体力差を作り、入られたら移動スキル使用直後の硬直を狙いて退路へ戻る。,ルシオを単独で深追いし、味方射線と回復範囲から外れる。,キャスディ視点では「接近拒否」として処理する。最初に入られる前の削りと、入られた後の迎撃を分ける。
Cassidy,Ana,救助崩し,長射線管理,救助崩し,本人撃破より、救助・回復スキルを使わせる順番が重要な対面。,撃破より先に救助・回復スキルを吐かせる。,アナ本人と救助先を交互に見て、防御・救助・移動スキルを使わせてから次に撃つ敵を選び直す。,アナの救助スキルを見ないまま撃破確定だと決めつける。,キャスディ視点では「救助崩し」として処理する。最初に撃破より先に救助・回復スキルを吐かせる。
Cassidy,Wuyang,救助崩し,撃ち合いテンポ,救助崩し,本人撃破より、救助・回復スキルを使わせる順番が重要な対面。,撃破より先に救助・回復スキルを吐かせる。,ウーヤン本人と救助先を交互に見て、防御・救助・移動スキルを使わせてから次に撃つ敵を選び直す。,ウーヤンの救助スキルを見ないまま撃破確定だと決めつける。,キャスディ視点では「救助崩し」として処理する。最初に撃破より先に救助・回復スキルを吐かせる。
Cassidy,Zenyatta,救助崩し,長射線管理,救助崩し,本人撃破より、救助・回復スキルを使わせる順番が重要な対面。,撃破より先に救助・回復スキルを吐かせる。,ゼニヤッタ本人と救助先を交互に見て、防御・救助・移動スキルを使わせてから次に撃つ敵を選び直す。,ゼニヤッタの救助スキルを見ないまま撃破確定だと決めつける。,キャスディ視点では「救助崩し」として処理する。最初に撃破より先に救助・回復スキルを吐かせる。
Cassidy,Mizuki,救助崩し,撃ち合いテンポ,救助崩し,本人撃破より、救助・回復スキルを使わせる順番が重要な対面。,撃破より先に救助・回復スキルを吐かせる。,ミズキ本人と救助先を交互に見て、防御・救助・移動スキルを使わせてから次に撃つ敵を選び直す。,ミズキの救助スキルを見ないまま撃破確定だと決めつける。,キャスディ視点では「救助崩し」として処理する。最初に撃破より先に救助・回復スキルを吐かせる。
Ashe,D.Va,空中対策,フランカー対策,空中対策,高度・着地・支援線を分けて処理する対面。,着地・遮蔽移動・支援線を分けて処理する。,D.Vaの敵が空中の高い位置にいる時ではなく、降下・着地・支援線が切れる瞬間へ長射線圧力を合わせる。,D.Vaを見上げ続けて地上の脅威と遮蔽を失う。,アッシュ視点では「空中対策」として処理する。最初に着地・遮蔽移動・支援線を分けて処理する。
Ashe,Winston,空中対策,フランカー対策,空中対策,高度・着地・支援線を分けて処理する対面。,着地・遮蔽移動・支援線を分けて処理する。,ウィンストンの敵が空中の高い位置にいる時ではなく、降下・着地・支援線が切れる瞬間へ長射線圧力を合わせる。,ウィンストンを見上げ続けて地上の脅威と遮蔽を失う。,アッシュ視点では「空中対策」として処理する。最初に着地・遮蔽移動・支援線を分けて処理する。
Ashe,Doomfist,空中対策,フランカー対策,空中対策,高度・着地・支援線を分けて処理する対面。,着地・遮蔽移動・支援線を分けて処理する。,ドゥームフィストの敵が空中の高い位置にいる時ではなく、降下・着地・支援線が切れる瞬間へ長射線圧力を合わせる。,ドゥームフィストを見上げ続けて地上の脅威と遮蔽を失う。,アッシュ視点では「空中対策」として処理する。最初に着地・遮蔽移動・支援線を分けて処理する。
Ashe,Hazard,フランカー対策,高耐久削り,フランカー,ダイブ経路、帰り道、再突入を分けて管理する対面。,ダイブ経路ではなく帰り道と再突入を管理する。,ハザードのダイブ経路を見すぎず、帰り道と再突入の位置に照準を置く。,ハザードを単独で深追いし、味方射線と回復範囲から外れる。,アッシュ視点では「フランカー対策」として処理する。最初にダイブ経路ではなく帰り道と再突入を管理する。
Ashe,Wrecking Ball,空中対策,フランカー対策,空中対策,高度・着地・支援線を分けて処理する対面。,着地・遮蔽移動・支援線を分けて処理する。,レッキング・ボールの敵が空中の高い位置にいる時ではなく、降下・着地・支援線が切れる瞬間へ長射線圧力を合わせる。,レッキング・ボールを見上げ続けて地上の脅威と遮蔽を失う。,アッシュ視点では「空中対策」として処理する。最初に着地・遮蔽移動・支援線を分けて処理する。
Ashe,Zarya,高耐久削り,撃ち合いテンポ,高耐久,倒し切りより、資源を吐かせて後衛へ切り替える対面。,倒し切りより資源を使わせて射線を変える。,ザリアを倒し切ろうとせず、防御スキルを使わせたら後衛か孤立敵へ切り替える。,ザリアだけを撃ち続け、後衛の支援線を放置する。,アッシュ視点では「高耐久削り」として処理する。最初に倒し切りより資源を使わせて射線を変える。
Ashe,Junker Queen,撃ち合いテンポ,高耐久削り,撃ち合い,スキル交換後の1回のピークで有利不利が変わる対面。,主要スキル後の1回のピークで有利を取る。,ジャンカー・クイーンの主要スキル後に1回のピークし、同じ位置で撃ち合いを続けない。,ジャンカー・クイーンのスキルが残っている状態で同じピークを繰り返す。,アッシュ視点では「撃ち合いテンポ」として処理する。最初に主要スキル後の1回のピークで有利を取る。
Ashe,Domina,高耐久削り,撃ち合いテンポ,高耐久,倒し切りより、資源を吐かせて後衛へ切り替える対面。,倒し切りより資源を使わせて射線を変える。,ドミナを倒し切ろうとせず、防御スキルを使わせたら後衛か孤立敵へ切り替える。,ドミナだけを撃ち続け、後衛の支援線を放置する。,アッシュ視点では「高耐久削り」として処理する。最初に倒し切りより資源を使わせて射線を変える。
Ashe,Mauga,高耐久削り,撃ち合いテンポ,高耐久,倒し切りより、資源を吐かせて後衛へ切り替える対面。,倒し切りより資源を使わせて射線を変える。,マウガを倒し切ろうとせず、防御スキルを使わせたら後衛か孤立敵へ切り替える。,マウガだけを撃ち続け、後衛の支援線を放置する。,アッシュ視点では「高耐久削り」として処理する。最初に倒し切りより資源を使わせて射線を変える。
Ashe,Ramattra,盾割り・正面資源,高耐久削り,盾資源,バリア・防御スキルを削り、真正面に時間を使いすぎない対面。,バリアや防御スキルを削って後衛へ切り替える。,ラマットラのバリア・防御スキルを削り、射線が切れた瞬間が出た瞬間だけ撃破候補へ切り替える。,ラマットラだけを撃ち続け、後衛の支援線を放置する。,アッシュ視点では「盾割り・正面資源」として処理する。最初にバリアや防御スキルを削って後衛へ切り替える。
Ashe,Roadhog,高耐久削り,長射線管理,高耐久,倒し切りより、資源を吐かせて後衛へ切り替える対面。,倒し切りより資源を使わせて射線を変える。,ロードホッグを倒し切ろうとせず、防御スキルを使わせたら後衛か孤立敵へ切り替える。,ロードホッグだけを撃ち続け、後衛の支援線を放置する。,アッシュ視点では「高耐久削り」として処理する。最初に倒し切りより資源を使わせて射線を変える。
Ashe,Orisa,高耐久削り,撃ち合いテンポ,高耐久,倒し切りより、資源を吐かせて後衛へ切り替える対面。,倒し切りより資源を使わせて射線を変える。,オリーサを倒し切ろうとせず、防御スキルを使わせたら後衛か孤立敵へ切り替える。,オリーサだけを撃ち続け、後衛の支援線を放置する。,アッシュ視点では「高耐久削り」として処理する。最初に倒し切りより資源を使わせて射線を変える。
Ashe,Sigma,盾割り・正面資源,長射線管理,盾資源,バリア・防御スキルを削り、真正面に時間を使いすぎない対面。,バリアや防御スキルを削って後衛へ切り替える。,シグマのバリア・防御スキルを削り、射線が切れた瞬間が出た瞬間だけ撃破候補へ切り替える。,シグマだけを撃ち続け、後衛の支援線を放置する。,アッシュ視点では「盾割り・正面資源」として処理する。最初にバリアや防御スキルを削って後衛へ切り替える。
Ashe,Reinhardt,盾割り・正面資源,高耐久削り,盾資源,バリア・防御スキルを削り、真正面に時間を使いすぎない対面。,バリアや防御スキルを削って後衛へ切り替える。,ラインハルトのバリア・防御スキルを削り、射線が切れた瞬間が出た瞬間だけ撃破候補へ切り替える。,ラインハルトだけを撃ち続け、後衛の支援線を放置する。,アッシュ視点では「盾割り・正面資源」として処理する。最初にバリアや防御スキルを削って後衛へ切り替える。
Ashe,Ashe,長射線管理,撃ち合いテンポ,長射線,正面の撃ち合いを避け、短い別射線で体力差を作る対面。,正面射線を避け、短い別射線で体力差を作る。,アッシュの正面射線を避け、味方が視線を引いた一拍だけ別射線から撃つ。,アッシュの得意射線で正面から長く撃ち合う。次の遮蔽へ戻る。,アッシュ視点では「長射線管理」として処理する。最初に正面射線を避け、短い別射線で体力差を作る。
Ashe,Widowmaker,長射線管理,撃ち合いテンポ,長射線,正面の撃ち合いを避け、短い別射線で体力差を作る対面。,正面射線を避け、短い別射線で体力差を作る。,ウィドウメイカーの正面射線を避け、味方が視線を引いた一拍だけ別射線から撃つ。,ウィドウメイカーの得意射線で正面から長く撃ち合う。,アッシュ視点では「長射線管理」として処理する。最初に正面射線を避け、短い別射線で体力差を作る。
Ashe,Emre,長射線管理,撃ち合いテンポ,長射線,正面の撃ち合いを避け、短い別射線で体力差を作る対面。,正面射線を避け、短い別射線で体力差を作る。,エムレの正面射線を避け、味方が視線を引いた一拍だけ別射線から撃つ。,エムレの得意射線で正面から長く撃ち合う。次の遮蔽へ戻る。,アッシュ視点では「長射線管理」として処理する。最初に正面射線を避け、短い別射線で体力差を作る。
Ashe,Cassidy,長射線管理,撃ち合いテンポ,長射線,正面の撃ち合いを避け、短い別射線で体力差を作る対面。,正面射線を避け、短い別射線で体力差を作る。,キャスディの正面射線を避け、味方が視線を引いた一拍だけ別射線から撃つ。,キャスディの得意射線で正面から長く撃ち合う。,アッシュ視点では「長射線管理」として処理する。最初に正面射線を避け、短い別射線で体力差を作る。
Ashe,Sojourn,長射線管理,撃ち合いテンポ,長射線,正面の撃ち合いを避け、短い別射線で体力差を作る対面。,正面射線を避け、短い別射線で体力差を作る。,ソジョーンの正面射線を避け、味方が視線を引いた一拍だけ別射線から撃つ。,ソジョーンの得意射線で正面から長く撃ち合う。,アッシュ視点では「長射線管理」として処理する。最初に正面射線を避け、短い別射線で体力差を作る。
Ashe,Soldier: 76,撃ち合いテンポ,撃ち合いテンポ,撃ち合い,スキル交換後の1回のピークで有利不利が変わる対面。,主要スキル後の1回のピークで有利を取る。,ソルジャー76の主要スキル後に1回のピークし、同じ位置で撃ち合いを続けない。,ソルジャー76のスキルが残っている状態で同じピークを繰り返す。,アッシュ視点では「撃ち合いテンポ」として処理する。最初に主要スキル後の1回のピークで有利を取る。
Ashe,Hanzo,長射線管理,撃ち合いテンポ,長射線,正面の撃ち合いを避け、短い別射線で体力差を作る対面。,正面射線を避け、短い別射線で体力差を作る。,ハンゾーの正面射線を避け、味方が視線を引いた一拍だけ別射線から撃つ。,ハンゾーの得意射線で正面から長く撃ち合う。次の遮蔽へ戻る。,アッシュ視点では「長射線管理」として処理する。最初に正面射線を避け、短い別射線で体力差を作る。
Ashe,Freja,長射線管理,撃ち合いテンポ,長射線,正面の撃ち合いを避け、短い別射線で体力差を作る対面。,正面射線を避け、短い別射線で体力差を作る。,フレイヤの正面射線を避け、味方が視線を引いた一拍だけ別射線から撃つ。,フレイヤの得意射線で正面から長く撃ち合う。次の遮蔽へ戻る。,アッシュ視点では「長射線管理」として処理する。最初に正面射線を避け、短い別射線で体力差を作る。
Ashe,Anran,フランカー対策,撃ち合いテンポ,フランカー,ダイブ経路、帰り道、再突入を分けて管理する対面。,ダイブ経路ではなく帰り道と再突入を管理する。,アンランのダイブ経路を見すぎず、帰り道と再突入の位置に照準を置く。,アンランを単独で深追いし、味方射線と回復範囲から外れる。,アッシュ視点では「フランカー対策」として処理する。最初にダイブ経路ではなく帰り道と再突入を管理する。
Ashe,Genji,空中対策,フランカー対策,空中対策,高度・着地・支援線を分けて処理する対面。,着地・遮蔽移動・支援線を分けて処理する。,ゲンジの敵が空中の高い位置にいる時ではなく、降下・着地・支援線が切れる瞬間へ長射線圧力を合わせる。,ゲンジを見上げ続けて地上の脅威と遮蔽を失う。,アッシュ視点では「空中対策」として処理する。最初に着地・遮蔽移動・支援線を分けて処理する。
Ashe,Shion,空中対策,フランカー対策,空中対策,高度・着地・支援線を分けて処理する対面。,着地・遮蔽移動・支援線を分けて処理する。,シオンの敵が空中の高い位置にいる時ではなく、降下・着地・支援線が切れる瞬間へ長射線圧力を合わせる。,シオンを見上げ続けて地上の脅威と遮蔽を失う。,アッシュ視点では「空中対策」として処理する。最初に着地・遮蔽移動・支援線を分けて処理する。
Ashe,Sombra,フランカー対策,範囲・設置物処理,フランカー,ダイブ経路、帰り道、再突入を分けて管理する対面。,ダイブ経路ではなく帰り道と再突入を管理する。,ソンブラのダイブ経路を見すぎず、帰り道と再突入の位置に照準を置く。,ソンブラを単独で深追いし、味方射線と回復範囲から外れる。,アッシュ視点では「フランカー対策」として処理する。最初にダイブ経路ではなく帰り道と再突入を管理する。
Ashe,Tracer,フランカー対策,撃ち合いテンポ,フランカー,ダイブ経路、帰り道、再突入を分けて管理する対面。,ダイブ経路ではなく帰り道と再突入を管理する。,トレーサーのダイブ経路を見すぎず、帰り道と再突入の位置に照準を置く。,トレーサーを単独で深追いし、味方射線と回復範囲から外れる。,アッシュ視点では「フランカー対策」として処理する。最初にダイブ経路ではなく帰り道と再突入を管理する。
Ashe,Venture,フランカー対策,長射線管理,フランカー,ダイブ経路、帰り道、再突入を分けて管理する対面。,ダイブ経路ではなく帰り道と再突入を管理する。,ベンチャーのダイブ経路を見すぎず、帰り道と再突入の位置に照準を置く。,ベンチャーを単独で深追いし、味方射線と回復範囲から外れる。,アッシュ視点では「フランカー対策」として処理する。最初にダイブ経路ではなく帰り道と再突入を管理する。
Ashe,Reaper,フランカー対策,長射線管理,フランカー,ダイブ経路、帰り道、再突入を分けて管理する対面。,ダイブ経路ではなく帰り道と再突入を管理する。,リーパーのダイブ経路を見すぎず、帰り道と再突入の位置に照準を置く。,リーパーを単独で深追いし、味方射線と回復範囲から外れる。,アッシュ視点では「フランカー対策」として処理する。最初にダイブ経路ではなく帰り道と再突入を管理する。
Ashe,Vendetta,フランカー対策,長射線管理,フランカー,ダイブ経路、帰り道、再突入を分けて管理する対面。,ダイブ経路ではなく帰り道と再突入を管理する。,ヴェンデッタのダイブ経路を見すぎず、帰り道と再突入の位置に照準を置く。,ヴェンデッタを単独で深追いし、味方射線と回復範囲から外れる。,アッシュ視点では「フランカー対策」として処理する。最初にダイブ経路ではなく帰り道と再突入を管理する。
Ashe,Echo,空中対策,フランカー対策,空中対策,高度・着地・支援線を分けて処理する対面。,着地・遮蔽移動・支援線を分けて処理する。,エコーの敵が空中の高い位置にいる時ではなく、降下・着地・支援線が切れる瞬間へ長射線圧力を合わせる。,エコーを見上げ続けて地上の脅威と遮蔽を失う。,アッシュ視点では「空中対策」として処理する。最初に着地・遮蔽移動・支援線を分けて処理する。
Ashe,Pharah,空中対策,フランカー対策,空中対策,高度・着地・支援線を分けて処理する対面。,着地・遮蔽移動・支援線を分けて処理する。,ファラの敵が空中の高い位置にいる時ではなく、降下・着地・支援線が切れる瞬間へ長射線圧力を合わせる。,ファラを見上げ続けて地上の脅威と遮蔽を失う。,アッシュ視点では「空中対策」として処理する。最初に着地・遮蔽移動・支援線を分けて処理する。
