target_id,enemy_id,wait_category,check_skills,punish_window,target_action,reset_action
Reaper,Wrecking Ball,防御・救助の使用確認,アダプティブ・シールド,アダプティブ・シールドを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Zarya,防御・救助の使用確認,パーティクル・バリア / バリア・ショット,パーティクル・バリア / バリア・ショットを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Junker Queen,防御・救助の使用確認,コマンディング・シャウト,コマンディング・シャウトを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Domina,防御・救助の使用確認,バリア・アレイ,バリア・アレイを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Mauga,防御・救助の使用確認,カーディアック・オーバードライブ,カーディアック・オーバードライブを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Ramattra,防御・救助の使用確認,ヴォイド・バリア / ブロック,ヴォイド・バリア / ブロックを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Roadhog,防御・救助の使用確認,テイク・ア・ブリーザー,テイク・ア・ブリーザーを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Orisa,防御・救助の使用確認,フォーティファイ / ジャベリン・スピン,フォーティファイ / ジャベリン・スピンを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Sigma,防御・救助の使用確認,エクスペリメンタル・バリア / キネティック・グラスプ,エクスペリメンタル・バリア / キネティック・グラスプを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Reinhardt,防御・救助の使用確認,バリア・フィールド,バリア・フィールドを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Ashe,移動・離脱の使用確認,コーチ・ガン,コーチ・ガンで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Widowmaker,移動・離脱の使用確認,グラップリング・フック,グラップリング・フックで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Emre,移動・離脱の使用確認,オルタード・バイタル,オルタード・バイタルで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Cassidy,移動・離脱の使用確認,コンバット・ロール,コンバット・ロールで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Sojourn,移動・離脱の使用確認,パワー・スライド,パワー・スライドで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Soldier: 76,防御・救助の使用確認,バイオティック・フィールド,バイオティック・フィールドを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Hanzo,移動・離脱の使用確認,体術 / 壁登り,体術 / 壁登りで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Freja,移動・離脱の使用確認,クイック・ダッシュ / アップドラフト,クイック・ダッシュ / アップドラフトで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Anran,移動・離脱の使用確認,熠閃舞 / 朱魂返,熠閃舞 / 朱魂返で移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Genji,防御・救助の使用確認,木の葉返し,木の葉返しを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Shion,移動・離脱の使用確認,回避 / 凶走,回避 / 凶走で移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Sombra,防御・救助の使用確認,ハック / EMP,ハック / EMPを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Tracer,防御・救助の使用確認,リコール,リコールを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Venture,防御・救助の使用確認,バロー,バローを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Reaper,防御・救助の使用確認,レイス・フォーム,レイス・フォームを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Vendetta,防御・救助の使用確認,ウォーディング・スタンス,ウォーディング・スタンスを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Echo,移動・離脱の使用確認,フライト,フライトで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Pharah,移動・離脱の使用確認,ジャンプ・ジェット / ジェット・ダッシュ,ジャンプ・ジェット / ジェット・ダッシュで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Symmetra,防御・救助の使用確認,フォトン・バリア,フォトン・バリアを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Junkrat,移動・離脱の使用確認,コンカッション・マイン,コンカッション・マインで移動先が決まった瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Torbjörn,防御・救助の使用確認,オーバーロード,オーバーロードを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Bastion,接近・仕掛けの後隙確認,強襲モード / A-36タクティカル・グレネード,強襲モード / A-36タクティカル・グレネードで前に出た直後、または戻り道が限定された瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Mei,防御・救助の使用確認,クリオフリーズ / アイス・ウォール,クリオフリーズ / アイス・ウォールを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Illari,防御・救助の使用確認,ヒーリング・パイロン,ヒーリング・パイロンを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Jetpack Cat,防御・救助の使用確認,ゴロゴロ,ゴロゴロを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Juno,防御・救助の使用確認,ハイパーリング / オービタル・レイ,ハイパーリング / オービタル・レイを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Baptiste,防御・救助の使用確認,イモータリティ・フィールド / リジェネ・バースト,イモータリティ・フィールド / リジェネ・バーストを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Mercy,防御・救助の使用確認,蘇生 / ガーディアン・エンジェル,蘇生 / ガーディアン・エンジェルを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Lifeweaver,防御・救助の使用確認,ライフグリップ / ペタル・プラットフォーム / 命の樹,ライフグリップ / ペタル・プラットフォーム / 命の樹を使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Kiriko,防御・救助の使用確認,鈴のご加護 / 神出鬼没,鈴のご加護 / 神出鬼没を使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Brigitte,防御・救助の使用確認,バリア・シールド / ラリー / リペア・パック,バリア・シールド / ラリー / リペア・パックを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Moira,防御・救助の使用確認,フェード,フェードを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Lúcio,防御・救助の使用確認,サウンド・バリア,サウンド・バリアを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Ana,防御・救助の使用確認,スリープ・ダーツ,スリープ・ダーツを使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Wuyang,防御・救助の使用確認,養神泉 / 驚濤破,養神泉 / 驚濤破を使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Zenyatta,防御・救助の使用確認,心頭滅却,心頭滅却を使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Reaper,Mizuki,防御・救助の使用確認,霊域結界 / 快気の笠,霊域結界 / 快気の笠を使った直後、または効果範囲から離れた瞬間,ヘルファイア・ショットガンで孤立敵を倒し切る,レイス・フォームで帰る
Symmetra,D.Va,防御・救助の使用確認,ディフェンス・マトリックス,ディフェンス・マトリックスを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Winston,防御・救助の使用確認,バリア・プロジェクター,バリア・プロジェクターを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Doomfist,防御・救助の使用確認,パワー・ブロック,パワー・ブロックを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Hazard,防御・救助の使用確認,スパイク・ガード,スパイク・ガードを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Wrecking Ball,防御・救助の使用確認,アダプティブ・シールド,アダプティブ・シールドを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Zarya,防御・救助の使用確認,パーティクル・バリア / バリア・ショット,パーティクル・バリア / バリア・ショットを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Junker Queen,防御・救助の使用確認,コマンディング・シャウト,コマンディング・シャウトを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Domina,防御・救助の使用確認,バリア・アレイ,バリア・アレイを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Mauga,防御・救助の使用確認,カーディアック・オーバードライブ,カーディアック・オーバードライブを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Ramattra,防御・救助の使用確認,ヴォイド・バリア / ブロック,ヴォイド・バリア / ブロックを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Roadhog,防御・救助の使用確認,テイク・ア・ブリーザー,テイク・ア・ブリーザーを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Orisa,防御・救助の使用確認,フォーティファイ / ジャベリン・スピン,フォーティファイ / ジャベリン・スピンを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Sigma,防御・救助の使用確認,エクスペリメンタル・バリア / キネティック・グラスプ,エクスペリメンタル・バリア / キネティック・グラスプを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Reinhardt,防御・救助の使用確認,バリア・フィールド,バリア・フィールドを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Ashe,移動・離脱の使用確認,コーチ・ガン,コーチ・ガンで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Widowmaker,移動・離脱の使用確認,グラップリング・フック,グラップリング・フックで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Emre,移動・離脱の使用確認,オルタード・バイタル,オルタード・バイタルで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Cassidy,移動・離脱の使用確認,コンバット・ロール,コンバット・ロールで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Sojourn,移動・離脱の使用確認,パワー・スライド,パワー・スライドで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Soldier: 76,防御・救助の使用確認,バイオティック・フィールド,バイオティック・フィールドを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Hanzo,移動・離脱の使用確認,体術 / 壁登り,体術 / 壁登りで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Freja,移動・離脱の使用確認,クイック・ダッシュ / アップドラフト,クイック・ダッシュ / アップドラフトで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Anran,移動・離脱の使用確認,熠閃舞 / 朱魂返,熠閃舞 / 朱魂返で移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Genji,防御・救助の使用確認,木の葉返し,木の葉返しを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Shion,移動・離脱の使用確認,回避 / 凶走,回避 / 凶走で移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Sombra,防御・救助の使用確認,ハック / EMP,ハック / EMPを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Tracer,防御・救助の使用確認,リコール,リコールを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Venture,防御・救助の使用確認,バロー,バローを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Reaper,防御・救助の使用確認,レイス・フォーム,レイス・フォームを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Vendetta,防御・救助の使用確認,ウォーディング・スタンス,ウォーディング・スタンスを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Echo,移動・離脱の使用確認,フライト,フライトで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Pharah,移動・離脱の使用確認,ジャンプ・ジェット / ジェット・ダッシュ,ジャンプ・ジェット / ジェット・ダッシュで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Symmetra,防御・救助の使用確認,フォトン・バリア,フォトン・バリアを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Junkrat,移動・離脱の使用確認,コンカッション・マイン,コンカッション・マインで移動先が決まった瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Torbjörn,防御・救助の使用確認,オーバーロード,オーバーロードを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Bastion,接近・仕掛けの後隙確認,強襲モード / A-36タクティカル・グレネード,強襲モード / A-36タクティカル・グレネードで前に出た直後、または戻り道が限定された瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Mei,防御・救助の使用確認,クリオフリーズ / アイス・ウォール,クリオフリーズ / アイス・ウォールを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Illari,防御・救助の使用確認,ヒーリング・パイロン,ヒーリング・パイロンを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Jetpack Cat,防御・救助の使用確認,ゴロゴロ,ゴロゴロを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Juno,防御・救助の使用確認,ハイパーリング / オービタル・レイ,ハイパーリング / オービタル・レイを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Baptiste,防御・救助の使用確認,イモータリティ・フィールド / リジェネ・バースト,イモータリティ・フィールド / リジェネ・バーストを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Mercy,防御・救助の使用確認,蘇生 / ガーディアン・エンジェル,蘇生 / ガーディアン・エンジェルを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Lifeweaver,防御・救助の使用確認,ライフグリップ / ペタル・プラットフォーム / 命の樹,ライフグリップ / ペタル・プラットフォーム / 命の樹を使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Kiriko,防御・救助の使用確認,鈴のご加護 / 神出鬼没,鈴のご加護 / 神出鬼没を使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Brigitte,防御・救助の使用確認,バリア・シールド / ラリー / リペア・パック,バリア・シールド / ラリー / リペア・パックを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Moira,防御・救助の使用確認,フェード,フェードを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Lúcio,防御・救助の使用確認,サウンド・バリア,サウンド・バリアを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Ana,防御・救助の使用確認,スリープ・ダーツ,スリープ・ダーツを使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Wuyang,防御・救助の使用確認,養神泉 / 驚濤破,養神泉 / 驚濤破を使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Zenyatta,防御・救助の使用確認,心頭滅却,心頭滅却を使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Symmetra,Mizuki,防御・救助の使用確認,霊域結界 / 快気の笠,霊域結界 / 快気の笠を使った直後、または効果範囲から離れた瞬間,テレポーターかタレット射線で逃げ先をふさぐ,設置物を使って別角度へ移る
Hanzo,D.Va,防御・救助の使用確認,ディフェンス・マトリックス,ディフェンス・マトリックスを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Winston,防御・救助の使用確認,バリア・プロジェクター,バリア・プロジェクターを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Doomfist,防御・救助の使用確認,パワー・ブロック,パワー・ブロックを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Hazard,防御・救助の使用確認,スパイク・ガード,スパイク・ガードを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Wrecking Ball,防御・救助の使用確認,アダプティブ・シールド,アダプティブ・シールドを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Zarya,防御・救助の使用確認,パーティクル・バリア / バリア・ショット,パーティクル・バリア / バリア・ショットを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Junker Queen,防御・救助の使用確認,コマンディング・シャウト,コマンディング・シャウトを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Domina,防御・救助の使用確認,バリア・アレイ,バリア・アレイを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Mauga,防御・救助の使用確認,カーディアック・オーバードライブ,カーディアック・オーバードライブを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Ramattra,防御・救助の使用確認,ヴォイド・バリア / ブロック,ヴォイド・バリア / ブロックを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Roadhog,防御・救助の使用確認,テイク・ア・ブリーザー,テイク・ア・ブリーザーを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Orisa,防御・救助の使用確認,フォーティファイ / ジャベリン・スピン,フォーティファイ / ジャベリン・スピンを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Sigma,防御・救助の使用確認,エクスペリメンタル・バリア / キネティック・グラスプ,エクスペリメンタル・バリア / キネティック・グラスプを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Reinhardt,防御・救助の使用確認,バリア・フィールド,バリア・フィールドを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Ashe,移動・離脱の使用確認,コーチ・ガン,コーチ・ガンで移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Widowmaker,移動・離脱の使用確認,グラップリング・フック,グラップリング・フックで移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Emre,移動・離脱の使用確認,オルタード・バイタル,オルタード・バイタルで移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Cassidy,移動・離脱の使用確認,コンバット・ロール,コンバット・ロールで移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Sojourn,移動・離脱の使用確認,パワー・スライド,パワー・スライドで移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Soldier: 76,防御・救助の使用確認,バイオティック・フィールド,バイオティック・フィールドを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Hanzo,移動・離脱の使用確認,体術 / 壁登り,体術 / 壁登りで移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Freja,移動・離脱の使用確認,クイック・ダッシュ / アップドラフト,クイック・ダッシュ / アップドラフトで移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Anran,移動・離脱の使用確認,熠閃舞 / 朱魂返,熠閃舞 / 朱魂返で移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Genji,防御・救助の使用確認,木の葉返し,木の葉返しを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Shion,移動・離脱の使用確認,回避 / 凶走,回避 / 凶走で移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Sombra,防御・救助の使用確認,ハック / EMP,ハック / EMPを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Tracer,防御・救助の使用確認,リコール,リコールを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Venture,防御・救助の使用確認,バロー,バローを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Reaper,防御・救助の使用確認,レイス・フォーム,レイス・フォームを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Vendetta,防御・救助の使用確認,ウォーディング・スタンス,ウォーディング・スタンスを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Echo,移動・離脱の使用確認,フライト,フライトで移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Pharah,移動・離脱の使用確認,ジャンプ・ジェット / ジェット・ダッシュ,ジャンプ・ジェット / ジェット・ダッシュで移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Symmetra,防御・救助の使用確認,フォトン・バリア,フォトン・バリアを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Junkrat,移動・離脱の使用確認,コンカッション・マイン,コンカッション・マインで移動先が決まった瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Torbjörn,防御・救助の使用確認,オーバーロード,オーバーロードを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Bastion,接近・仕掛けの後隙確認,強襲モード / A-36タクティカル・グレネード,強襲モード / A-36タクティカル・グレネードで前に出た直後、または戻り道が限定された瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
Hanzo,Mei,防御・救助の使用確認,クリオフリーズ / アイス・ウォール,クリオフリーズ / アイス・ウォールを使った直後、または効果範囲から離れた瞬間,嵐ノ弓か電光石火で露出を撃つ,体術と壁登りで同じ射線を避ける
