target_id,enemy_id,priority_class,priority_score,first_watch_rule,pressure_rule,do_not_chase_rule,swap_condition,reason
Reaper,Doomfist,punish_late,5.3,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ドゥームフィストは先に追わず、移動・防御・救助を使った後にレイス・フォームの帰り道がある時だけ詰める。
Reaper,Hazard,focus_first,7.3,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ハザードは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,Wrecking Ball,punish_late,4.8,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,レッキング・ボールは先に追わず、移動・防御・救助を使った後にレイス・フォームの帰り道がある時だけ詰める。
Reaper,Zarya,focus_first,8.0,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ザリアは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,Junker Queen,focus_first,8.5,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ジャンカー・クイーンは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,Domina,focus_first,7.9,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ドミナは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,Mauga,focus_first,8.1,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,マウガは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,Ramattra,focus_first,7.9,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ラマットラは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,Roadhog,focus_first,8.5,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ロードホッグは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,Orisa,focus_first,7.8,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,オリーサは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,Sigma,focus_first,8.1,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,シグマは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,Reinhardt,focus_first,7.9,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ラインハルトは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,Ashe,pressure_only,5.8,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,アッシュは倒し切りより、高耐久前線は吸収と削りで圧を作る対象。深追いせず回復・防御を使わせる。
Reaper,Widowmaker,pressure_only,6.2,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ウィドウメイカーは倒し切りより、高耐久前線は吸収と削りで圧を作る対象。深追いせず回復・防御を使わせる。
Reaper,Emre,pressure_only,5.8,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,エムレは倒し切りより、高耐久前線は吸収と削りで圧を作る対象。深追いせず回復・防御を使わせる。
Reaper,Cassidy,pressure_only,5.7,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,キャスディは倒し切りより、高耐久前線は吸収と削りで圧を作る対象。深追いせず回復・防御を使わせる。
Reaper,Sojourn,pressure_only,5.7,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ソジョーンは倒し切りより、高耐久前線は吸収と削りで圧を作る対象。深追いせず回復・防御を使わせる。
Reaper,Soldier: 76,pressure_only,5.5,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ソルジャー76は倒し切りより、高耐久前線は吸収と削りで圧を作る対象。深追いせず回復・防御を使わせる。
Reaper,Hanzo,pressure_only,6.0,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ハンゾーは倒し切りより、高耐久前線は吸収と削りで圧を作る対象。深追いせず回復・防御を使わせる。
Reaper,Freja,pressure_only,5.7,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,フレイヤは倒し切りより、高耐久前線は吸収と削りで圧を作る対象。深追いせず回復・防御を使わせる。
Reaper,Anran,punish_late,4.7,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,アンランは先に追わず、移動・防御・救助を使った後にレイス・フォームの帰り道がある時だけ詰める。
Reaper,Genji,avoid_chase,2.8,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ゲンジは空中・長射線の敵を追わない対象。位置を見ても単独で追わない。
Reaper,Shion,avoid_chase,2.4,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,シオンは空中・長射線の敵を追わない対象。位置を見ても単独で追わない。
Reaper,Sombra,punish_late,5.0,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ソンブラは先に追わず、移動・防御・救助を使った後にレイス・フォームの帰り道がある時だけ詰める。
Reaper,Tracer,punish_late,4.4,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,トレーサーは先に追わず、移動・防御・救助を使った後にレイス・フォームの帰り道がある時だけ詰める。
Reaper,Venture,punish_late,5.0,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ベンチャーは先に追わず、移動・防御・救助を使った後にレイス・フォームの帰り道がある時だけ詰める。
Reaper,Reaper,punish_late,4.8,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,リーパーは先に追わず、移動・防御・救助を使った後にレイス・フォームの帰り道がある時だけ詰める。
Reaper,Vendetta,punish_late,4.7,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ヴェンデッタは先に追わず、移動・防御・救助を使った後にレイス・フォームの帰り道がある時だけ詰める。
Reaper,Echo,avoid_chase,2.6,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,エコーは空中・長射線の敵を追わない対象。位置を見ても単独で追わない。
Reaper,Pharah,avoid_chase,2.6,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ファラは空中・長射線の敵を追わない対象。位置を見ても単独で追わない。
Reaper,Symmetra,pressure_only,5.6,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,シンメトラは倒し切りより、高耐久前線は吸収と削りで圧を作る対象。深追いせず回復・防御を使わせる。
Reaper,Junkrat,pressure_only,5.9,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ジャンクラットは倒し切りより、高耐久前線は吸収と削りで圧を作る対象。深追いせず回復・防御を使わせる。
Reaper,Torbjörn,pressure_only,5.5,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,トールビョーンは倒し切りより、高耐久前線は吸収と削りで圧を作る対象。深追いせず回復・防御を使わせる。
Reaper,Bastion,pressure_only,5.4,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,バスティオンは倒し切りより、高耐久前線は吸収と削りで圧を作る対象。深追いせず回復・防御を使わせる。
Reaper,Mei,pressure_only,5.9,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,メイは倒し切りより、高耐久前線は吸収と削りで圧を作る対象。深追いせず回復・防御を使わせる。
Reaper,Illari,focus_first,6.7,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,イラリーは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,Jetpack Cat,avoid_chase,3.4,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ジェットパック・キャットは空中・長射線の敵を追わない対象。位置を見ても単独で追わない。
Reaper,Juno,avoid_chase,3.6,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ジュノは空中・長射線の敵を追わない対象。位置を見ても単独で追わない。
Reaper,Baptiste,focus_first,6.8,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,バティストは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,Mercy,punish_late,5.3,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,マーシーは先に追わず、移動・防御・救助を使った後にレイス・フォームの帰り道がある時だけ詰める。
Reaper,Lifeweaver,pressure_only,6.1,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ライフウィーバーは倒し切りより、高耐久前線は吸収と削りで圧を作る対象。深追いせず回復・防御を使わせる。
Reaper,Kiriko,punish_late,6.0,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,キリコは先に追わず、移動・防御・救助を使った後にレイス・フォームの帰り道がある時だけ詰める。
Reaper,Brigitte,pressure_only,6.1,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ブリギッテは倒し切りより、高耐久前線は吸収と削りで圧を作る対象。深追いせず回復・防御を使わせる。
Reaper,Moira,pressure_only,5.9,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,モイラは倒し切りより、高耐久前線は吸収と削りで圧を作る対象。深追いせず回復・防御を使わせる。
Reaper,Lúcio,punish_late,5.1,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ルシオは先に追わず、移動・防御・救助を使った後にレイス・フォームの帰り道がある時だけ詰める。
Reaper,Ana,focus_first,7.3,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,アナは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,Wuyang,pressure_only,6.4,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ウーヤンは倒し切りより、高耐久前線は吸収と削りで圧を作る対象。深追いせず回復・防御を使わせる。
Reaper,Zenyatta,focus_first,7.0,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ゼニヤッタは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,Mizuki,pressure_only,6.4,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ミズキは倒し切りより、高耐久前線は吸収と削りで圧を作る対象。深追いせず回復・防御を使わせる。
Symmetra,D.Va,punish_late,5.4,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,D.Vaは先に追わず、移動・防御・救助を使った後にテレポーターかタレット射線で逃げ道を限定してから倒す。
Symmetra,Winston,punish_late,5.2,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ウィンストンは先に追わず、移動・防御・救助を使った後にテレポーターかタレット射線で逃げ道を限定してから倒す。
Symmetra,Doomfist,punish_late,5.8,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ドゥームフィストは先に追わず、移動・防御・救助を使った後にテレポーターかタレット射線で逃げ道を限定してから倒す。
Symmetra,Hazard,focus_first,7.6,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ハザードはダイブ経路を通るタンク・近距離ダメージに該当するため、人数差を作る最初の候補にする。
Symmetra,Wrecking Ball,punish_late,5.3,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,レッキング・ボールは先に追わず、移動・防御・救助を使った後にテレポーターかタレット射線で逃げ道を限定してから倒す。
Symmetra,Zarya,focus_first,7.9,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ザリアはダイブ経路を通るタンク・近距離ダメージに該当するため、人数差を作る最初の候補にする。
Symmetra,Junker Queen,focus_first,8.4,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ジャンカー・クイーンはダイブ経路を通るタンク・近距離ダメージに該当するため、人数差を作る最初の候補にする。
Symmetra,Domina,focus_first,7.8,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ドミナはダイブ経路を通るタンク・近距離ダメージに該当するため、人数差を作る最初の候補にする。
Symmetra,Mauga,focus_first,8.0,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,マウガはダイブ経路を通るタンク・近距離ダメージに該当するため、人数差を作る最初の候補にする。
Symmetra,Ramattra,focus_first,7.8,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ラマットラはダイブ経路を通るタンク・近距離ダメージに該当するため、人数差を作る最初の候補にする。
Symmetra,Roadhog,focus_first,8.4,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ロードホッグはダイブ経路を通るタンク・近距離ダメージに該当するため、人数差を作る最初の候補にする。
Symmetra,Orisa,focus_first,7.7,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,オリーサはダイブ経路を通るタンク・近距離ダメージに該当するため、人数差を作る最初の候補にする。
Symmetra,Sigma,focus_first,8.0,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,シグマはダイブ経路を通るタンク・近距離ダメージに該当するため、人数差を作る最初の候補にする。
Symmetra,Reinhardt,focus_first,7.8,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ラインハルトはダイブ経路を通るタンク・近距離ダメージに該当するため、人数差を作る最初の候補にする。
Symmetra,Ashe,pressure_only,5.9,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,アッシュは倒し切りより、遠距離と空中はタレット警報とオーブで削る対象。深追いせず回復・防御を使わせる。
Symmetra,Widowmaker,pressure_only,6.3,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ウィドウメイカーは倒し切りより、遠距離と空中はタレット警報とオーブで削る対象。深追いせず回復・防御を使わせる。
Symmetra,Emre,pressure_only,5.9,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,エムレは倒し切りより、遠距離と空中はタレット警報とオーブで削る対象。深追いせず回復・防御を使わせる。
Symmetra,Cassidy,pressure_only,5.8,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,キャスディは倒し切りより、遠距離と空中はタレット警報とオーブで削る対象。深追いせず回復・防御を使わせる。
Symmetra,Sojourn,pressure_only,5.8,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ソジョーンは倒し切りより、遠距離と空中はタレット警報とオーブで削る対象。深追いせず回復・防御を使わせる。
Symmetra,Soldier: 76,pressure_only,5.6,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ソルジャー76は倒し切りより、遠距離と空中はタレット警報とオーブで削る対象。深追いせず回復・防御を使わせる。
Symmetra,Hanzo,pressure_only,6.1,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ハンゾーは倒し切りより、遠距離と空中はタレット警報とオーブで削る対象。深追いせず回復・防御を使わせる。
Symmetra,Freja,pressure_only,5.8,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,フレイヤは倒し切りより、遠距離と空中はタレット警報とオーブで削る対象。深追いせず回復・防御を使わせる。
Symmetra,Anran,punish_late,5.2,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,アンランは先に追わず、移動・防御・救助を使った後にテレポーターかタレット射線で逃げ道を限定してから倒す。
Symmetra,Genji,avoid_chase,3.5,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ゲンジは徒歩で長射線を追わない対象。位置を見ても単独で追わない。
Symmetra,Shion,avoid_chase,3.1,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,シオンは徒歩で長射線を追わない対象。位置を見ても単独で追わない。
Symmetra,Sombra,punish_late,5.5,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ソンブラは先に追わず、移動・防御・救助を使った後にテレポーターかタレット射線で逃げ道を限定してから倒す。
Symmetra,Tracer,punish_late,4.9,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,トレーサーは先に追わず、移動・防御・救助を使った後にテレポーターかタレット射線で逃げ道を限定してから倒す。
Symmetra,Venture,punish_late,5.5,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ベンチャーは先に追わず、移動・防御・救助を使った後にテレポーターかタレット射線で逃げ道を限定してから倒す。
Symmetra,Reaper,punish_late,5.3,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,リーパーは先に追わず、移動・防御・救助を使った後にテレポーターかタレット射線で逃げ道を限定してから倒す。
Symmetra,Vendetta,punish_late,5.2,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ヴェンデッタは先に追わず、移動・防御・救助を使った後にテレポーターかタレット射線で逃げ道を限定してから倒す。
Symmetra,Echo,avoid_chase,3.3,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,エコーは徒歩で長射線を追わない対象。位置を見ても単独で追わない。
Symmetra,Pharah,avoid_chase,3.3,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ファラは徒歩で長射線を追わない対象。位置を見ても単独で追わない。
Symmetra,Symmetra,pressure_only,5.7,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,シンメトラは倒し切りより、遠距離と空中はタレット警報とオーブで削る対象。深追いせず回復・防御を使わせる。
Symmetra,Junkrat,pressure_only,6.0,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ジャンクラットは倒し切りより、遠距離と空中はタレット警報とオーブで削る対象。深追いせず回復・防御を使わせる。
Symmetra,Torbjörn,pressure_only,5.6,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,トールビョーンは倒し切りより、遠距離と空中はタレット警報とオーブで削る対象。深追いせず回復・防御を使わせる。
Symmetra,Bastion,pressure_only,5.5,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,バスティオンは倒し切りより、遠距離と空中はタレット警報とオーブで削る対象。深追いせず回復・防御を使わせる。
Symmetra,Mei,pressure_only,6.0,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,メイは倒し切りより、遠距離と空中はタレット警報とオーブで削る対象。深追いせず回復・防御を使わせる。
Symmetra,Illari,pressure_only,6.3,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,イラリーは倒し切りより、遠距離と空中はタレット警報とオーブで削る対象。深追いせず回復・防御を使わせる。
Symmetra,Jetpack Cat,avoid_chase,3.6,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ジェットパック・キャットは徒歩で長射線を追わない対象。位置を見ても単独で追わない。
Symmetra,Juno,avoid_chase,3.8,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ジュノは徒歩で長射線を追わない対象。位置を見ても単独で追わない。
Symmetra,Baptiste,pressure_only,6.4,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,バティストは倒し切りより、遠距離と空中はタレット警報とオーブで削る対象。深追いせず回復・防御を使わせる。
Symmetra,Mercy,punish_late,5.3,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,マーシーは先に追わず、移動・防御・救助を使った後にテレポーターかタレット射線で逃げ道を限定してから倒す。
Symmetra,Lifeweaver,pressure_only,5.7,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ライフウィーバーは倒し切りより、遠距離と空中はタレット警報とオーブで削る対象。深追いせず回復・防御を使わせる。
Symmetra,Kiriko,punish_late,6.0,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,キリコは先に追わず、移動・防御・救助を使った後にテレポーターかタレット射線で逃げ道を限定してから倒す。
Symmetra,Brigitte,pressure_only,5.7,ダイブ経路を通るタンク・近距離ダメージ,遠距離と空中はタレット警報とオーブで削る,徒歩で長射線を追わない,テレポーターかタレット射線で逃げ道を限定してから倒す,ブリギッテは倒し切りより、遠距離と空中はタレット警報とオーブで削る対象。深追いせず回復・防御を使わせる。
