target_id,target_ja,enemy_id,enemy_ja,enemy_role,enemy_sub_role,review_pattern,wave_goal,review_question,success_signal,mistake_signal,next_adjustment,vod_marker,micro_drill,source_first_check,review_version
Ashe,アッシュ,Symmetra,シンメトラ,ダメージ,スペシャリスト,通路整理,シンメトラの範囲圧や設置物を整理してから、通路ではなく安全な撃ち場所を作る。,この試合で「シンメトラの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,設置物や範囲圧を無視して本体へ行かず、通路が空いた瞬間だけザ・ヴァイパーとダイナマイトを使う。 次に範囲内で粘らず、コーチ・ガンで通路を変えてから次の射線を作る。戻る場所を決めてから本体を撃つ。できていれば成功。,設置物・範囲圧を無視して本体だけを追い、退路を狭められる。,次の試合では通路の危険物を先に処理し、空いた瞬間だけダイナマイトを使う。,シンメトラの設置物や範囲圧を処理した順番、踏み込んだ通路、戻れた遮蔽を確認する。,次の試合ではシンメトラを倒すことより、確認、攻撃、退避の順番を崩さない。,シンメトラの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。,v50.18
Ashe,アッシュ,Junkrat,ジャンクラット,ダメージ,スペシャリスト,通路整理,ジャンクラットの範囲圧や設置物を整理してから、通路ではなく安全な撃ち場所を作る。,この試合で「ジャンクラットの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,設置物や範囲圧を無視して本体へ行かず、通路が空いた瞬間だけザ・ヴァイパーとダイナマイトを使う。 次に範囲内で粘らず、コーチ・ガンで通路を変えてから次の射線を作る。戻る場所を決めてから本体を撃つ。できていれば成功。,設置物・範囲圧を無視して本体だけを追い、退路を狭められる。,次の試合では通路の危険物を先に処理し、空いた瞬間だけダイナマイトを使う。,ジャンクラットの設置物や範囲圧を処理した順番、踏み込んだ通路、戻れた遮蔽を確認する。,次の試合ではジャンクラットを倒すことより、確認、攻撃、退避の順番を崩さない。,ジャンクラットの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。,v50.18
Ashe,アッシュ,Torbjörn,トールビョーン,ダメージ,スペシャリスト,通路整理,トールビョーンの範囲圧や設置物を整理してから、通路ではなく安全な撃ち場所を作る。,この試合で「トールビョーンの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,設置物や範囲圧を無視して本体へ行かず、通路が空いた瞬間だけザ・ヴァイパーとダイナマイトを使う。 次に範囲内で粘らず、コーチ・ガンで通路を変えてから次の射線を作る。戻る場所を決めてから本体を撃つ。できていれば成功。,設置物・範囲圧を無視して本体だけを追い、退路を狭められる。,次の試合では通路の危険物を先に処理し、空いた瞬間だけダイナマイトを使う。,トールビョーンの設置物や範囲圧を処理した順番、踏み込んだ通路、戻れた遮蔽を確認する。,次の試合ではトールビョーンを倒すことより、確認、攻撃、退避の順番を崩さない。,トールビョーンの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。,v50.18
Ashe,アッシュ,Bastion,バスティオン,ダメージ,スペシャリスト,通路整理,バスティオンの範囲圧や設置物を整理してから、通路ではなく安全な撃ち場所を作る。,この試合で「バスティオンの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,設置物や範囲圧を無視して本体へ行かず、通路が空いた瞬間だけザ・ヴァイパーとダイナマイトを使う。 次に範囲内で粘らず、コーチ・ガンで通路を変えてから次の射線を作る。戻る場所を決めてから本体を撃つ。できていれば成功。,設置物・範囲圧を無視して本体だけを追い、退路を狭められる。,次の試合では通路の危険物を先に処理し、空いた瞬間だけダイナマイトを使う。,バスティオンの設置物や範囲圧を処理した順番、踏み込んだ通路、戻れた遮蔽を確認する。,次の試合ではバスティオンを倒すことより、確認、攻撃、退避の順番を崩さない。,バスティオンの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。,v50.18
Ashe,アッシュ,Mei,メイ,ダメージ,スペシャリスト,通路整理,メイの範囲圧や設置物を整理してから、通路ではなく安全な撃ち場所を作る。,この試合で「メイの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,設置物や範囲圧を無視して本体へ行かず、通路が空いた瞬間だけザ・ヴァイパーとダイナマイトを使う。 次に範囲内で粘らず、コーチ・ガンで通路を変えてから次の射線を作る。戻る場所を決めてから本体を撃つ。できていれば成功。,設置物・範囲圧を無視して本体だけを追い、退路を狭められる。,次の試合では通路の危険物を先に処理し、空いた瞬間だけダイナマイトを使う。,メイの設置物や範囲圧を処理した順番、踏み込んだ通路、戻れた遮蔽を確認する。,次の試合ではメイを倒すことより、確認、攻撃、退避の順番を崩さない。,メイの得意な通路を通る前に、設置物・範囲圧・逃げ道・味方が見ている射線を順番に処理する。,v50.18
Ashe,アッシュ,Illari,イラリー,サポート,サバイバー,救助確認,イラリー本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「イラリー本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,イラリーの救助・回復資源を先に使わせ、直後に守られていない敵へザ・ヴァイパーとダイナマイトを合わせる。 次は救助スキル使用後に深追いせず、コーチ・ガンで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,イラリーだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではイラリーの救助を確認した直後、守られていない敵へダイナマイトを使う。,イラリーが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではイラリーを倒すことより、確認、攻撃、退避の順番を崩さない。,イラリー本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,v50.18
Ashe,アッシュ,Jetpack Cat,ジェットパック・キャット,サポート,タクティシャン,支援線管理,ジェットパック・キャット本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「ジェットパック・キャット本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ジェットパック・キャットの救助・回復資源を先に使わせ、直後に守られていない敵へザ・ヴァイパーとダイナマイトを合わせる。 次は救助スキル使用後に深追いせず、コーチ・ガンで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,ジェットパック・キャットだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではジェットパック・キャットの救助を確認した直後、守られていない敵へダイナマイトを使う。,ジェットパック・キャットが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではジェットパック・キャットを倒すことより、確認、攻撃、退避の順番を崩さない。,ジェットパック・キャット本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,v50.18
Ashe,アッシュ,Juno,ジュノ,サポート,サバイバー,支援線管理,ジュノ本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「ジュノ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ジュノの救助・回復資源を先に使わせ、直後に守られていない敵へザ・ヴァイパーとダイナマイトを合わせる。 次は救助スキル使用後に深追いせず、コーチ・ガンで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,ジュノだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではジュノの救助を確認した直後、守られていない敵へダイナマイトを使う。,ジュノが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではジュノを倒すことより、確認、攻撃、退避の順番を崩さない。,ジュノ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,v50.18
Ashe,アッシュ,Baptiste,バティスト,サポート,タクティシャン,救助確認,バティスト本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「バティスト本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,バティストの救助・回復資源を先に使わせ、直後に守られていない敵へザ・ヴァイパーとダイナマイトを合わせる。 次は救助スキル使用後に深追いせず、コーチ・ガンで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,バティストだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではバティストの救助を確認した直後、守られていない敵へダイナマイトを使う。,バティストが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではバティストを倒すことより、確認、攻撃、退避の順番を崩さない。,バティスト本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,v50.18
Ashe,アッシュ,Mercy,マーシー,サポート,メディック,救助確認,マーシー本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「マーシー本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,マーシーの救助・回復資源を先に使わせ、直後に守られていない敵へザ・ヴァイパーとダイナマイトを合わせる。 次は救助スキル使用後に深追いせず、コーチ・ガンで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,マーシーだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではマーシーの救助を確認した直後、守られていない敵へダイナマイトを使う。,マーシーが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではマーシーを倒すことより、確認、攻撃、退避の順番を崩さない。,マーシー本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,v50.18
Ashe,アッシュ,Lifeweaver,ライフウィーバー,サポート,メディック,救助確認,ライフウィーバー本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「ライフウィーバー本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ライフウィーバーの救助・回復資源を先に使わせ、直後に守られていない敵へザ・ヴァイパーとダイナマイトを合わせる。 次は救助スキル使用後に深追いせず、コーチ・ガンで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,ライフウィーバーだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではライフウィーバーの救助を確認した直後、守られていない敵へダイナマイトを使う。,ライフウィーバーが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではライフウィーバーを倒すことより、確認、攻撃、退避の順番を崩さない。,ライフウィーバー本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,v50.18
Ashe,アッシュ,Kiriko,キリコ,サポート,メディック,救助確認,キリコ本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「キリコ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,キリコの救助・回復資源を先に使わせ、直後に守られていない敵へザ・ヴァイパーとダイナマイトを合わせる。 次は救助スキル使用後に深追いせず、コーチ・ガンで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,キリコだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではキリコの救助を確認した直後、守られていない敵へダイナマイトを使う。,キリコが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではキリコを倒すことより、確認、攻撃、退避の順番を崩さない。,キリコ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,v50.18
Ashe,アッシュ,Brigitte,ブリギッテ,サポート,サバイバー,救助確認,ブリギッテ本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「ブリギッテ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ブリギッテの救助・回復資源を先に使わせ、直後に守られていない敵へザ・ヴァイパーとダイナマイトを合わせる。 次は救助スキル使用後に深追いせず、コーチ・ガンで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,ブリギッテだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではブリギッテの救助を確認した直後、守られていない敵へダイナマイトを使う。,ブリギッテが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではブリギッテを倒すことより、確認、攻撃、退避の順番を崩さない。,ブリギッテ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,v50.18
Ashe,アッシュ,Moira,モイラ,サポート,メディック,救助確認,モイラ本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「モイラ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,モイラの救助・回復資源を先に使わせ、直後に守られていない敵へザ・ヴァイパーとダイナマイトを合わせる。 次は救助スキル使用後に深追いせず、コーチ・ガンで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,モイラだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではモイラの救助を確認した直後、守られていない敵へダイナマイトを使う。,モイラが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではモイラを倒すことより、確認、攻撃、退避の順番を崩さない。,モイラ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,v50.18
Ashe,アッシュ,Lúcio,ルシオ,サポート,タクティシャン,支援線管理,ルシオ本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「ルシオ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ルシオの救助・回復資源を先に使わせ、直後に守られていない敵へザ・ヴァイパーとダイナマイトを合わせる。 次は救助スキル使用後に深追いせず、コーチ・ガンで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,ルシオだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではルシオの救助を確認した直後、守られていない敵へダイナマイトを使う。,ルシオが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではルシオを倒すことより、確認、攻撃、退避の順番を崩さない。,ルシオ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,v50.18
Ashe,アッシュ,Ana,アナ,サポート,タクティシャン,救助確認,アナ本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「アナ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,アナの救助・回復資源を先に使わせ、直後に守られていない敵へザ・ヴァイパーとダイナマイトを合わせる。 次は救助スキル使用後に深追いせず、コーチ・ガンで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,アナだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではアナの救助を確認した直後、守られていない敵へダイナマイトを使う。,アナが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではアナを倒すことより、確認、攻撃、退避の順番を崩さない。,アナ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,v50.18
Ashe,アッシュ,Wuyang,ウーヤン,サポート,サバイバー,救助確認,ウーヤン本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「ウーヤン本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ウーヤンの救助・回復資源を先に使わせ、直後に守られていない敵へザ・ヴァイパーとダイナマイトを合わせる。 次は救助スキル使用後に深追いせず、コーチ・ガンで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,ウーヤンだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではウーヤンの救助を確認した直後、守られていない敵へダイナマイトを使う。,ウーヤンが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではウーヤンを倒すことより、確認、攻撃、退避の順番を崩さない。,ウーヤン本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,v50.18
Ashe,アッシュ,Zenyatta,ゼニヤッタ,サポート,タクティシャン,支援線管理,ゼニヤッタ本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「ゼニヤッタ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ゼニヤッタの救助・回復資源を先に使わせ、直後に守られていない敵へザ・ヴァイパーとダイナマイトを合わせる。 次は救助スキル使用後に深追いせず、コーチ・ガンで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,ゼニヤッタだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではゼニヤッタの救助を確認した直後、守られていない敵へダイナマイトを使う。,ゼニヤッタが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではゼニヤッタを倒すことより、確認、攻撃、退避の順番を崩さない。,ゼニヤッタ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,v50.18
Ashe,アッシュ,Mizuki,ミズキ,サポート,サバイバー,救助確認,ミズキ本人の撃破より、救助・回復の向きと守られていない敵を見つける。,この試合で「ミズキ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ミズキの救助・回復資源を先に使わせ、直後に守られていない敵へザ・ヴァイパーとダイナマイトを合わせる。 次は救助スキル使用後に深追いせず、コーチ・ガンで味方射線へ戻って次のキルを狙うタイミングを待つ。できていれば成功。,ミズキだけを追い、救助スキルを吐かせた後の本命対象を見失う。,次の試合ではミズキの救助を確認した直後、守られていない敵へダイナマイトを使う。,ミズキが誰を助けたか、助けた後に誰が孤立したかを確認する。,次の試合ではミズキを倒すことより、確認、攻撃、退避の順番を崩さない。,ミズキ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,v50.18
Reaper,リーパー,D.Va,D.Va,タンク,イニシエーター,接近管理,D.Vaのダイブ経路を止めるより、帰り道と味方サポートへの距離を見て被害を小さくする。,この試合で「D.Vaのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,D.Vaが防御資源を見せた直後に倒し切ろうとせず、戻る向きが決まった瞬間へヘルファイア・ショットガンを合わせる。 次に削った後はレイス・フォームで同じ場所から離れ、敵サポートか孤立ダメージへ視線を切り替える。できていれば成功。,D.Vaを正面で追い続け、敵サポートの回復線まで自分から入ってしまう。,次の試合ではダイブ後の着地を1秒だけ撃ち、戻る向きが決まった瞬間へ近距離バーストを残す。,D.Vaが入った瞬間、味方サポートの体力、レイス・フォームを使った位置を停止して確認する。,次の試合ではD.Vaを倒すことより、確認、攻撃、退避の順番を崩さない。,D.Vaのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。,v50.18
Reaper,リーパー,Winston,ウィンストン,タンク,イニシエーター,接近管理,ウィンストンのダイブ経路を止めるより、帰り道と味方サポートへの距離を見て被害を小さくする。,この試合で「ウィンストンのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ウィンストンが防御資源を見せた直後に倒し切ろうとせず、戻る向きが決まった瞬間へヘルファイア・ショットガンを合わせる。 次に削った後はレイス・フォームで同じ場所から離れ、敵サポートか孤立ダメージへ視線を切り替える。できていれば成功。,ウィンストンを正面で追い続け、敵サポートの回復線まで自分から入ってしまう。,次の試合ではダイブ後の着地を1秒だけ撃ち、戻る向きが決まった瞬間へ近距離バーストを残す。,ウィンストンが入った瞬間、味方サポートの体力、レイス・フォームを使った位置を停止して確認する。,次の試合ではウィンストンを倒すことより、確認、攻撃、退避の順番を崩さない。,ウィンストンのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。,v50.18
Reaper,リーパー,Doomfist,ドゥームフィスト,タンク,イニシエーター,接近管理,ドゥームフィストのダイブ経路を止めるより、帰り道と味方サポートへの距離を見て被害を小さくする。,この試合で「ドゥームフィストのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ドゥームフィストが防御資源を見せた直後に倒し切ろうとせず、戻る向きが決まった瞬間へヘルファイア・ショットガンを合わせる。 次に削った後はレイス・フォームで同じ場所から離れ、敵サポートか孤立ダメージへ視線を切り替える。できていれば成功。,ドゥームフィストを正面で追い続け、敵サポートの回復線まで自分から入ってしまう。,次の試合ではダイブ後の着地を1秒だけ撃ち、戻る向きが決まった瞬間へ近距離バーストを残す。,ドゥームフィストが入った瞬間、味方サポートの体力、レイス・フォームを使った位置を停止して確認する。,次の試合ではドゥームフィストを倒すことより、確認、攻撃、退避の順番を崩さない。,ドゥームフィストのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。,v50.18
Reaper,リーパー,Hazard,ハザード,タンク,ストールワート,接近管理,ハザードのダイブ経路を止めるより、帰り道と味方サポートへの距離を見て被害を小さくする。,この試合で「ハザードのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ハザードが防御資源を見せた直後に倒し切ろうとせず、戻る向きが決まった瞬間へヘルファイア・ショットガンを合わせる。 次に削った後はレイス・フォームで同じ場所から離れ、敵サポートか孤立ダメージへ視線を切り替える。できていれば成功。,ハザードを正面で追い続け、敵サポートの回復線まで自分から入ってしまう。,次の試合ではダイブ後の着地を1秒だけ撃ち、戻る向きが決まった瞬間へ近距離バーストを残す。,ハザードが入った瞬間、味方サポートの体力、レイス・フォームを使った位置を停止して確認する。,次の試合ではハザードを倒すことより、確認、攻撃、退避の順番を崩さない。,ハザードのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。,v50.18
Reaper,リーパー,Wrecking Ball,レッキング・ボール,タンク,イニシエーター,接近管理,レッキング・ボールのダイブ経路を止めるより、帰り道と味方サポートへの距離を見て被害を小さくする。,この試合で「レッキング・ボールのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,レッキング・ボールが防御資源を見せた直後に倒し切ろうとせず、戻る向きが決まった瞬間へヘルファイア・ショットガンを合わせる。 次に削った後はレイス・フォームで同じ場所から離れ、敵サポートか孤立ダメージへ視線を切り替える。できていれば成功。,レッキング・ボールを正面で追い続け、敵サポートの回復線まで自分から入ってしまう。,次の試合ではダイブ後の着地を1秒だけ撃ち、戻る向きが決まった瞬間へ近距離バーストを残す。,レッキング・ボールが入った瞬間、味方サポートの体力、レイス・フォームを使った位置を停止して確認する。,次の試合ではレッキング・ボールを倒すことより、確認、攻撃、退避の順番を崩さない。,レッキング・ボールのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。,v50.18
Reaper,リーパー,Zarya,ザリア,タンク,ブルーザー,資源削り,ザリアを倒し切るより、防御資源を吐かせて後衛へ切り替える準備を作る。,この試合で「ザリアだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ザリアが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへヘルファイア・ショットガンを移す。 次に正面で長く撃ち続けず、レイス・フォームで射線を変えて敵の回復と防御を分散させる。できていれば成功。,ザリアだけに射撃時間を使い、後衛や横のダメージを見られなくなる。,次の試合ではザリアを削った後、防御・救助・移動スキルを使わせた時点で別の敵へ照準を移す。,ザリアへ撃った時間と、後衛へ切り替えた瞬間を確認する。,次の試合ではザリアを倒すことより、確認、攻撃、退避の順番を崩さない。,ザリアだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,v50.18
Reaper,リーパー,Junker Queen,ジャンカー・クイーン,タンク,ストールワート,資源削り,ジャンカー・クイーンを倒し切るより、防御資源を吐かせて後衛へ切り替える準備を作る。,この試合で「ジャンカー・クイーンだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ジャンカー・クイーンが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへヘルファイア・ショットガンを移す。 次に正面で長く撃ち続けず、レイス・フォームで射線を変えて敵の回復と防御を分散させる。できていれば成功。,ジャンカー・クイーンだけに射撃時間を使い、後衛や横のダメージを見られなくなる。,次の試合ではジャンカー・クイーンを削った後、防御・救助・移動スキルを使わせた時点で別の敵へ照準を移す。,ジャンカー・クイーンへ撃った時間と、後衛へ切り替えた瞬間を確認する。,次の試合ではジャンカー・クイーンを倒すことより、確認、攻撃、退避の順番を崩さない。,ジャンカー・クイーンだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,v50.18
Reaper,リーパー,Domina,ドミナ,タンク,ストールワート,資源削り,ドミナを倒し切るより、防御資源を吐かせて後衛へ切り替える準備を作る。,この試合で「ドミナだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ドミナが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへヘルファイア・ショットガンを移す。 次に正面で長く撃ち続けず、レイス・フォームで射線を変えて敵の回復と防御を分散させる。できていれば成功。,ドミナだけに射撃時間を使い、後衛や横のダメージを見られなくなる。,次の試合ではドミナを削った後、防御・救助・移動スキルを使わせた時点で別の敵へ照準を移す。,ドミナへ撃った時間と、後衛へ切り替えた瞬間を確認する。,次の試合ではドミナを倒すことより、確認、攻撃、退避の順番を崩さない。,ドミナだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,v50.18
Reaper,リーパー,Mauga,マウガ,タンク,ブルーザー,資源削り,マウガを倒し切るより、防御資源を吐かせて後衛へ切り替える準備を作る。,この試合で「マウガだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,マウガが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへヘルファイア・ショットガンを移す。 次に正面で長く撃ち続けず、レイス・フォームで射線を変えて敵の回復と防御を分散させる。できていれば成功。,マウガだけに射撃時間を使い、後衛や横のダメージを見られなくなる。,次の試合ではマウガを削った後、防御・救助・移動スキルを使わせた時点で別の敵へ照準を移す。,マウガへ撃った時間と、後衛へ切り替えた瞬間を確認する。,次の試合ではマウガを倒すことより、確認、攻撃、退避の順番を崩さない。,マウガだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,v50.18
Reaper,リーパー,Ramattra,ラマットラ,タンク,ストールワート,資源削り,ラマットラを倒し切るより、防御資源を吐かせて後衛へ切り替える準備を作る。,この試合で「ラマットラだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。」を守れたか。守れなかった場合、次は撃つ前に何を1つだけ見るか。,ラマットラが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへヘルファイア・ショットガンを移す。 次に正面で長く撃ち続けず、レイス・フォームで射線を変えて敵の回復と防御を分散させる。できていれば成功。,ラマットラだけに射撃時間を使い、後衛や横のダメージを見られなくなる。,次の試合ではラマットラを削った後、防御・救助・移動スキルを使わせた時点で別の敵へ照準を移す。,ラマットラへ撃った時間と、後衛へ切り替えた瞬間を確認する。,次の試合ではラマットラを倒すことより、確認、攻撃、退避の順番を崩さない。,ラマットラだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,v50.18
