target_id,target_ja,enemy_id,enemy_ja,enemy_role,priority_class,priority_score,first_watch_rule,pressure_rule,do_not_chase_rule,swap_condition,reason
Cassidy,キャスディ,Pharah,ファラ,ダメージ,focus_first,7.3,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,ファラは近距離へ入るフランカーと露出したサポートに該当するため、人数差を作る最初の候補にする。
Cassidy,キャスディ,Symmetra,シンメトラ,ダメージ,pressure_only,6.5,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,シンメトラは倒し切りより、タンクは足止めと削りに留める対象。深追いせず回復・防御を使わせる。
Cassidy,キャスディ,Junkrat,ジャンクラット,ダメージ,focus_first,6.8,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,ジャンクラットは近距離へ入るフランカーと露出したサポートに該当するため、人数差を作る最初の候補にする。
Cassidy,キャスディ,Torbjörn,トールビョーン,ダメージ,pressure_only,6.4,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,トールビョーンは倒し切りより、タンクは足止めと削りに留める対象。深追いせず回復・防御を使わせる。
Cassidy,キャスディ,Bastion,バスティオン,ダメージ,pressure_only,6.3,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,バスティオンは倒し切りより、タンクは足止めと削りに留める対象。深追いせず回復・防御を使わせる。
Cassidy,キャスディ,Mei,メイ,ダメージ,punish_late,6.8,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,メイは先に追わず、移動・防御・救助を使った後にフラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる。
Cassidy,キャスディ,Illari,イラリー,サポート,focus_first,6.9,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,イラリーは近距離へ入るフランカーと露出したサポートに該当するため、人数差を作る最初の候補にする。
Cassidy,キャスディ,Jetpack Cat,ジェットパック・キャット,サポート,punish_late,7.4,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,ジェットパック・キャットは先に追わず、移動・防御・救助を使った後にフラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる。
Cassidy,キャスディ,Juno,ジュノ,サポート,focus_first,7.6,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,ジュノは近距離へ入るフランカーと露出したサポートに該当するため、人数差を作る最初の候補にする。
Cassidy,キャスディ,Baptiste,バティスト,サポート,focus_first,7.0,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,バティストは近距離へ入るフランカーと露出したサポートに該当するため、人数差を作る最初の候補にする。
Cassidy,キャスディ,Mercy,マーシー,サポート,punish_late,7.8,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,マーシーは先に追わず、移動・防御・救助を使った後にフラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる。
Cassidy,キャスディ,Lifeweaver,ライフウィーバー,サポート,pressure_only,6.3,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,ライフウィーバーは倒し切りより、タンクは足止めと削りに留める対象。深追いせず回復・防御を使わせる。
Cassidy,キャスディ,Kiriko,キリコ,サポート,punish_late,8.5,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,キリコは先に追わず、移動・防御・救助を使った後にフラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる。
Cassidy,キャスディ,Brigitte,ブリギッテ,サポート,pressure_only,6.3,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,ブリギッテは倒し切りより、タンクは足止めと削りに留める対象。深追いせず回復・防御を使わせる。
Cassidy,キャスディ,Moira,モイラ,サポート,pressure_only,6.1,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,モイラは倒し切りより、タンクは足止めと削りに留める対象。深追いせず回復・防御を使わせる。
Cassidy,キャスディ,Lúcio,ルシオ,サポート,punish_late,7.6,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,ルシオは先に追わず、移動・防御・救助を使った後にフラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる。
Cassidy,キャスディ,Ana,アナ,サポート,focus_first,7.5,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,アナは近距離へ入るフランカーと露出したサポートに該当するため、人数差を作る最初の候補にする。
Cassidy,キャスディ,Wuyang,ウーヤン,サポート,focus_first,6.6,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,ウーヤンは近距離へ入るフランカーと露出したサポートに該当するため、人数差を作る最初の候補にする。
Cassidy,キャスディ,Zenyatta,ゼニヤッタ,サポート,focus_first,7.2,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,ゼニヤッタは近距離へ入るフランカーと露出したサポートに該当するため、人数差を作る最初の候補にする。
Cassidy,キャスディ,Mizuki,ミズキ,サポート,focus_first,6.6,近距離へ入るフランカーと露出したサポート,タンクは足止めと削りに留める,遠距離・空中を長く追わない,フラッシュバンや移動スキル使用後の硬直にピースキーパーを合わせる,ミズキは近距離へ入るフランカーと露出したサポートに該当するため、人数差を作る最初の候補にする。
Ashe,アッシュ,D.Va,D.Va,タンク,pressure_only,5.6,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,D.Vaは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Winston,ウィンストン,タンク,pressure_only,5.4,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ウィンストンは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Doomfist,ドゥームフィスト,タンク,pressure_only,6.0,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ドゥームフィストは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Hazard,ハザード,タンク,pressure_only,4.1,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ハザードは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Wrecking Ball,レッキング・ボール,タンク,pressure_only,5.5,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,レッキング・ボールは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Zarya,ザリア,タンク,pressure_only,4.6,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ザリアは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Junker Queen,ジャンカー・クイーン,タンク,pressure_only,5.1,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ジャンカー・クイーンは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Domina,ドミナ,タンク,pressure_only,4.5,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ドミナは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Mauga,マウガ,タンク,pressure_only,4.7,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,マウガは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Ramattra,ラマットラ,タンク,pressure_only,4.5,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ラマットラは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Roadhog,ロードホッグ,タンク,pressure_only,5.1,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ロードホッグは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Orisa,オリーサ,タンク,pressure_only,4.4,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,オリーサは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Sigma,シグマ,タンク,pressure_only,4.7,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,シグマは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Reinhardt,ラインハルト,タンク,pressure_only,4.5,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ラインハルトは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Ashe,アッシュ,ダメージ,focus_first,6.6,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,アッシュは空中・高台・後衛の露出役に該当するため、人数差を作る最初の候補にする。
Ashe,アッシュ,Widowmaker,ウィドウメイカー,ダメージ,focus_first,7.0,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ウィドウメイカーは空中・高台・後衛の露出役に該当するため、人数差を作る最初の候補にする。
Ashe,アッシュ,Emre,エムレ,ダメージ,focus_first,6.6,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,エムレは空中・高台・後衛の露出役に該当するため、人数差を作る最初の候補にする。
Ashe,アッシュ,Cassidy,キャスディ,ダメージ,pressure_only,6.5,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,キャスディは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Sojourn,ソジョーン,ダメージ,pressure_only,6.5,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ソジョーンは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Soldier: 76,ソルジャー76,ダメージ,pressure_only,6.3,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ソルジャー76は倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Hanzo,ハンゾー,ダメージ,focus_first,6.8,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ハンゾーは空中・高台・後衛の露出役に該当するため、人数差を作る最初の候補にする。
Ashe,アッシュ,Freja,フレイヤ,ダメージ,pressure_only,6.5,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,フレイヤは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Anran,アンラン,ダメージ,punish_late,5.7,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,アンランは先に追わず、移動・防御・救助を使った後にザ・ヴァイパーとダイナマイトで遮蔽移動を狙う。
Ashe,アッシュ,Genji,ゲンジ,ダメージ,focus_first,7.7,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ゲンジは空中・高台・後衛の露出役に該当するため、人数差を作る最初の候補にする。
Ashe,アッシュ,Shion,シオン,ダメージ,punish_late,7.3,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,シオンは先に追わず、移動・防御・救助を使った後にザ・ヴァイパーとダイナマイトで遮蔽移動を狙う。
Ashe,アッシュ,Sombra,ソンブラ,ダメージ,punish_late,6.0,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ソンブラは先に追わず、移動・防御・救助を使った後にザ・ヴァイパーとダイナマイトで遮蔽移動を狙う。
Ashe,アッシュ,Tracer,トレーサー,ダメージ,pressure_only,5.4,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,トレーサーは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Venture,ベンチャー,ダメージ,punish_late,6.0,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ベンチャーは先に追わず、移動・防御・救助を使った後にザ・ヴァイパーとダイナマイトで遮蔽移動を狙う。
Ashe,アッシュ,Reaper,リーパー,ダメージ,punish_late,5.8,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,リーパーは先に追わず、移動・防御・救助を使った後にザ・ヴァイパーとダイナマイトで遮蔽移動を狙う。
Ashe,アッシュ,Vendetta,ヴェンデッタ,ダメージ,punish_late,5.7,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ヴェンデッタは先に追わず、移動・防御・救助を使った後にザ・ヴァイパーとダイナマイトで遮蔽移動を狙う。
Ashe,アッシュ,Echo,エコー,ダメージ,focus_first,7.5,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,エコーは空中・高台・後衛の露出役に該当するため、人数差を作る最初の候補にする。
Ashe,アッシュ,Pharah,ファラ,ダメージ,focus_first,7.5,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ファラは空中・高台・後衛の露出役に該当するため、人数差を作る最初の候補にする。
Ashe,アッシュ,Symmetra,シンメトラ,ダメージ,pressure_only,6.4,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,シンメトラは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Junkrat,ジャンクラット,ダメージ,focus_first,6.7,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ジャンクラットは空中・高台・後衛の露出役に該当するため、人数差を作る最初の候補にする。
Ashe,アッシュ,Torbjörn,トールビョーン,ダメージ,pressure_only,6.3,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,トールビョーンは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Bastion,バスティオン,ダメージ,pressure_only,6.2,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,バスティオンは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Mei,メイ,ダメージ,pressure_only,6.7,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,メイは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Illari,イラリー,サポート,focus_first,7.3,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,イラリーは空中・高台・後衛の露出役に該当するため、人数差を作る最初の候補にする。
Ashe,アッシュ,Jetpack Cat,ジェットパック・キャット,サポート,punish_late,8.1,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ジェットパック・キャットは先に追わず、移動・防御・救助を使った後にザ・ヴァイパーとダイナマイトで遮蔽移動を狙う。
Ashe,アッシュ,Juno,ジュノ,サポート,focus_first,8.3,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ジュノは空中・高台・後衛の露出役に該当するため、人数差を作る最初の候補にする。
Ashe,アッシュ,Baptiste,バティスト,サポート,focus_first,7.4,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,バティストは空中・高台・後衛の露出役に該当するため、人数差を作る最初の候補にする。
Ashe,アッシュ,Mercy,マーシー,サポート,pressure_only,6.1,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,マーシーは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Lifeweaver,ライフウィーバー,サポート,pressure_only,6.7,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ライフウィーバーは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Kiriko,キリコ,サポート,punish_late,6.8,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,キリコは先に追わず、移動・防御・救助を使った後にザ・ヴァイパーとダイナマイトで遮蔽移動を狙う。
Ashe,アッシュ,Brigitte,ブリギッテ,サポート,pressure_only,6.7,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ブリギッテは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Moira,モイラ,サポート,pressure_only,6.5,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,モイラは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Lúcio,ルシオ,サポート,pressure_only,5.9,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ルシオは倒し切りより、タンクはダイナマイトで回復を使わせる対象。深追いせず回復・防御を使わせる。
Ashe,アッシュ,Ana,アナ,サポート,focus_first,7.9,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,アナは空中・高台・後衛の露出役に該当するため、人数差を作る最初の候補にする。
Ashe,アッシュ,Wuyang,ウーヤン,サポート,focus_first,7.0,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ウーヤンは空中・高台・後衛の露出役に該当するため、人数差を作る最初の候補にする。
Ashe,アッシュ,Zenyatta,ゼニヤッタ,サポート,focus_first,7.6,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ゼニヤッタは空中・高台・後衛の露出役に該当するため、人数差を作る最初の候補にする。
Ashe,アッシュ,Mizuki,ミズキ,サポート,focus_first,7.0,空中・高台・後衛の露出役,タンクはダイナマイトで回復を使わせる,近距離ダイブへ自分から詰めない,ザ・ヴァイパーとダイナマイトで遮蔽移動を狙う,ミズキは空中・高台・後衛の露出役に該当するため、人数差を作る最初の候補にする。
Reaper,リーパー,D.Va,D.Va,タンク,punish_late,4.9,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,D.Vaは先に追わず、移動・防御・救助を使った後にレイス・フォームの帰り道がある時だけ詰める。
Reaper,リーパー,Winston,ウィンストン,タンク,punish_late,4.7,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ウィンストンは先に追わず、移動・防御・救助を使った後にレイス・フォームの帰り道がある時だけ詰める。
Reaper,リーパー,Doomfist,ドゥームフィスト,タンク,punish_late,5.3,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ドゥームフィストは先に追わず、移動・防御・救助を使った後にレイス・フォームの帰り道がある時だけ詰める。
Reaper,リーパー,Hazard,ハザード,タンク,focus_first,7.3,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ハザードは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,リーパー,Wrecking Ball,レッキング・ボール,タンク,punish_late,4.8,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,レッキング・ボールは先に追わず、移動・防御・救助を使った後にレイス・フォームの帰り道がある時だけ詰める。
Reaper,リーパー,Zarya,ザリア,タンク,focus_first,8.0,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ザリアは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,リーパー,Junker Queen,ジャンカー・クイーン,タンク,focus_first,8.5,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ジャンカー・クイーンは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,リーパー,Domina,ドミナ,タンク,focus_first,7.9,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ドミナは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,リーパー,Mauga,マウガ,タンク,focus_first,8.1,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,マウガは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,リーパー,Ramattra,ラマットラ,タンク,focus_first,7.9,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ラマットラは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,リーパー,Roadhog,ロードホッグ,タンク,focus_first,8.5,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,ロードホッグは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,リーパー,Orisa,オリーサ,タンク,focus_first,7.8,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,オリーサは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
Reaper,リーパー,Sigma,シグマ,タンク,focus_first,8.1,近距離に入れるタンクと孤立サポート,高耐久前線は吸収と削りで圧を作る,空中・長射線の敵を追わない,レイス・フォームの帰り道がある時だけ詰める,シグマは近距離に入れるタンクと孤立サポートに該当するため、人数差を作る最初の候補にする。
