target_id,target_ja,enemy_id,enemy_ja,enemy_role,enemy_sub_role,matchup_rating,verdict,advantage_reason,disadvantage_reason,win_condition,loss_condition,play_priority,confidence
Ashe,アッシュ,Winston,ウィンストン,タンク,イニシエーター,4.0,やや不利,アッシュにも勝ち筋はあるが、ウィンストンが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ウィンストンの高さの差、接近と離脱がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ウィンストンを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ウィンストンを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,アッシュ,Doomfist,ドゥームフィスト,タンク,イニシエーター,2.0,不利,アッシュにも勝ち筋はあるが、ドゥームフィストが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ドゥームフィストの高さの差、接近と離脱がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ドゥームフィストを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ドゥームフィストを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,アッシュ,Hazard,ハザード,タンク,ストールワート,4.0,やや不利,アッシュにも勝ち筋はあるが、ハザードが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ハザードの接近と離脱、高耐久と正面圧がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ハザードを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ハザードを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,アッシュ,Wrecking Ball,レッキング・ボール,タンク,イニシエーター,2.0,不利,アッシュにも勝ち筋はあるが、レッキング・ボールが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、レッキング・ボールの高さの差、接近と離脱がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、レッキング・ボールを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、レッキング・ボールを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,アッシュ,Zarya,ザリア,タンク,ブルーザー,5.0,五分,アッシュは中長距離で1回のピークすれば、ザリアに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,ザリアの高耐久と正面圧を先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ザリアを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ザリアだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Ashe,アッシュ,Junker Queen,ジャンカー・クイーン,タンク,ストールワート,4.0,やや不利,アッシュにも勝ち筋はあるが、ジャンカー・クイーンが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ジャンカー・クイーンの高耐久と正面圧がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ジャンカー・クイーンを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ジャンカー・クイーンだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Ashe,アッシュ,Domina,ドミナ,タンク,ストールワート,5.0,五分,アッシュは中長距離で1回のピークすれば、ドミナに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,ドミナの高耐久と正面圧を先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ドミナを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ドミナだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Ashe,アッシュ,Mauga,マウガ,タンク,ブルーザー,5.0,五分,アッシュは中長距離で1回のピークすれば、マウガに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,マウガの高耐久と正面圧を先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、マウガを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、マウガだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Ashe,アッシュ,Ramattra,ラマットラ,タンク,ストールワート,5.0,五分,アッシュは中長距離で1回のピークすれば、ラマットラに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,ラマットラの高耐久と正面圧を先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ラマットラを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ラマットラだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Ashe,アッシュ,Roadhog,ロードホッグ,タンク,ブルーザー,5.0,五分,アッシュは中長距離で1回のピークすれば、ロードホッグに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,ロードホッグの高耐久と正面圧を先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ロードホッグを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ロードホッグだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Ashe,アッシュ,Orisa,オリーサ,タンク,ブルーザー,5.0,五分,アッシュは中長距離で1回のピークすれば、オリーサに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,オリーサの高耐久と正面圧を先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、オリーサを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、オリーサだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Ashe,アッシュ,Sigma,シグマ,タンク,ストールワート,5.0,五分,アッシュは中長距離で1回のピークすれば、シグマに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,シグマの長射線の先制ダメージ、高耐久と正面圧を先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、シグマを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、シグマの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,削って後衛へ切り替える,high
Ashe,アッシュ,Reinhardt,ラインハルト,タンク,ストールワート,5.0,五分,アッシュは中長距離で1回のピークすれば、ラインハルトに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,ラインハルトの高耐久と正面圧を先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ラインハルトを削って防御資源を使わせ、撃破圏内のダメージかサポートへ射線を切り替えること。,負け筋は、ラインハルトだけを撃ち続けて敵サポートを自由にし、こちらの強いタイミングを消すこと。,削って後衛へ切り替える,high
Ashe,アッシュ,Ashe,アッシュ,ダメージ,シャープシューター,5.0,五分,アッシュは中長距離で1回のピークすれば、アッシュに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,アッシュの長射線の先制ダメージを先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、アッシュと正面で見合わず、味方の前進や射線が割れた瞬間にザ・ヴァイパーとダイナマイトを差し込むこと。,負け筋は、アッシュの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Ashe,アッシュ,Widowmaker,ウィドウメイカー,ダメージ,シャープシューター,2.0,不利,アッシュにも勝ち筋はあるが、ウィドウメイカーが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ウィドウメイカーの長射線の先制ダメージがアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ウィドウメイカーと正面で見合わず、味方の前進や射線が割れた瞬間にザ・ヴァイパーとダイナマイトを差し込むこと。,負け筋は、ウィドウメイカーの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,単独勝負を避ける,high
Ashe,アッシュ,Emre,エムレ,ダメージ,スペシャリスト,5.0,五分,アッシュは中長距離で1回のピークすれば、エムレに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,エムレの長射線の先制ダメージを先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、エムレと正面で見合わず、味方の前進や射線が割れた瞬間にザ・ヴァイパーとダイナマイトを差し込むこと。,負け筋は、エムレの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Ashe,アッシュ,Cassidy,キャスディ,ダメージ,シャープシューター,5.0,五分,アッシュは中長距離で1回のピークすれば、キャスディに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,キャスディの長射線の先制ダメージを先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、キャスディと正面で見合わず、味方の前進や射線が割れた瞬間にザ・ヴァイパーとダイナマイトを差し込むこと。,負け筋は、キャスディの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Ashe,アッシュ,Sojourn,ソジョーン,ダメージ,シャープシューター,4.0,やや不利,アッシュにも勝ち筋はあるが、ソジョーンが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ソジョーンの長射線の先制ダメージがアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ソジョーンと正面で見合わず、味方の前進や射線が割れた瞬間にザ・ヴァイパーとダイナマイトを差し込むこと。,負け筋は、ソジョーンの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,単独勝負を避ける,high
Ashe,アッシュ,Soldier: 76,ソルジャー76,ダメージ,スペシャリスト,6.0,やや有利,アッシュは長射線の先制圧と継続的な燃焼圧で、ソルジャー76は長い射線で先に体力差を作る相手に先に体力差を作れる。ダイナマイト後の射撃は、ソルジャー76の移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしソルジャー76の長射線の先制ダメージを無視すると、密着された時の防御手段不足を突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、ソルジャー76と正面で見合わず、味方の前進や射線が割れた瞬間にザ・ヴァイパーとダイナマイトを差し込むこと。,負け筋は、ソルジャー76の見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Ashe,アッシュ,Hanzo,ハンゾー,ダメージ,シャープシューター,5.0,五分,アッシュは中長距離で1回のピークすれば、ハンゾーに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,ハンゾーの長射線の先制ダメージを先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ハンゾーと正面で見合わず、味方の前進や射線が割れた瞬間にザ・ヴァイパーとダイナマイトを差し込むこと。,負け筋は、ハンゾーの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Ashe,アッシュ,Freja,フレイヤ,ダメージ,リコン,4.0,やや不利,アッシュにも勝ち筋はあるが、フレイヤが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、フレイヤの長射線の先制ダメージがアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、フレイヤと正面で見合わず、味方の前進や射線が割れた瞬間にザ・ヴァイパーとダイナマイトを差し込むこと。,負け筋は、フレイヤの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,単独勝負を避ける,high
Ashe,アッシュ,Anran,アンラン,ダメージ,フランカー,2.0,不利,アッシュにも勝ち筋はあるが、アンランが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、アンランの接近と離脱がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、アンランのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけダイナマイト後の射撃を合わせること。,負け筋は、アンランを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,アッシュ,Genji,ゲンジ,ダメージ,フランカー,2.0,不利,アッシュにも勝ち筋はあるが、ゲンジが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ゲンジの高さの差、接近と離脱がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ゲンジのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけダイナマイト後の射撃を合わせること。,負け筋は、ゲンジを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,アッシュ,Shion,シオン,ダメージ,フランカー,2.0,不利,アッシュにも勝ち筋はあるが、シオンが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、シオンの高さの差、接近と離脱がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、シオンのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけダイナマイト後の射撃を合わせること。,負け筋は、シオンを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,アッシュ,Sombra,ソンブラ,ダメージ,リコン,2.0,不利,アッシュにも勝ち筋はあるが、ソンブラが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ソンブラの接近と離脱がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ソンブラのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけダイナマイト後の射撃を合わせること。,負け筋は、ソンブラを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,アッシュ,Tracer,トレーサー,ダメージ,フランカー,2.0,不利,アッシュにも勝ち筋はあるが、トレーサーが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、トレーサーの接近と離脱がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、トレーサーのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけダイナマイト後の射撃を合わせること。,負け筋は、トレーサーを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,アッシュ,Venture,ベンチャー,ダメージ,フランカー,2.0,不利,アッシュにも勝ち筋はあるが、ベンチャーが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ベンチャーの接近と離脱がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ベンチャーのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけダイナマイト後の射撃を合わせること。,負け筋は、ベンチャーを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,アッシュ,Reaper,リーパー,ダメージ,フランカー,6.0,やや有利,アッシュは長射線の先制圧と継続的な燃焼圧で、リーパーは接近と離脱で照準を外しに来る相手に先に体力差を作れる。ダイナマイト後の射撃は、リーパーの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしリーパーの接近と離脱を無視すると、密着された時の防御手段不足を突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、リーパーのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけダイナマイト後の射撃を合わせること。,負け筋は、リーパーを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,アッシュ,Vendetta,ヴェンデッタ,ダメージ,フランカー,2.0,不利,アッシュにも勝ち筋はあるが、ヴェンデッタが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ヴェンデッタの接近と離脱がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ヴェンデッタのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけダイナマイト後の射撃を合わせること。,負け筋は、ヴェンデッタを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,アッシュ,Echo,エコー,ダメージ,リコン,5.0,五分,アッシュは中長距離で1回のピークすれば、エコーに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,エコーの高さの差、接近と離脱を先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、エコーのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけダイナマイト後の射撃を合わせること。,負け筋は、エコーを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,アッシュ,Pharah,ファラ,ダメージ,リコン,5.0,五分,アッシュは中長距離で1回のピークすれば、ファラに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,ファラの高さの差、接近と離脱を先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、ファラのダイブ後の着地か離脱方向を見て、動きが止まった瞬間だけダイナマイト後の射撃を合わせること。,負け筋は、ファラを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,ダイブ経路と帰り道を止める,high
Ashe,アッシュ,Symmetra,シンメトラ,ダメージ,スペシャリスト,7.0,有利,アッシュは長射線の先制圧と継続的な燃焼圧で、シンメトラは位置取りとスキル交換で有利不利が変わる相手に先に体力差を作れる。ダイナマイト後の射撃は、シンメトラの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしシンメトラのスキル交換を無視すると、密着された時の防御手段不足を突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、シンメトラの主要スキルを見てからザ・ヴァイパーとダイナマイトで短く体力差を作り、目的が消えたら位置を変えること。,負け筋は、シンメトラの得意距離で長く撃ち合い、次の射線変更が遅れること。,撃破候補,high
Ashe,アッシュ,Junkrat,ジャンクラット,ダメージ,スペシャリスト,4.0,やや不利,アッシュにも勝ち筋はあるが、ジャンクラットが得意な射線や接近を許すと主導権を取られやすい。ザ・ヴァイパーとダイナマイトは長く見せず、味方の圧や敵スキル後に限定して使う。,不利になりやすい理由は、ジャンクラットのスキル交換がアッシュの密着された時の防御手段不足に刺さるため。正面から同じ射線で続けるほど、相手の得意形になる。,勝ち方は、ジャンクラットの主要スキルを見てからザ・ヴァイパーとダイナマイトで短く体力差を作り、目的が消えたら位置を変えること。,負け筋は、ジャンクラットの得意距離で長く撃ち合い、次の射線変更が遅れること。,単独勝負を避ける,high
Ashe,アッシュ,Torbjörn,トールビョーン,ダメージ,スペシャリスト,6.0,やや有利,アッシュは長射線の先制圧と継続的な燃焼圧で、トールビョーンは位置取りとスキル交換で有利不利が変わる相手に先に体力差を作れる。ダイナマイト後の射撃は、トールビョーンの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしトールビョーンのスキル交換を無視すると、密着された時の防御手段不足を突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、トールビョーンの主要スキルを見てからザ・ヴァイパーとダイナマイトで短く体力差を作り、目的が消えたら位置を変えること。,負け筋は、トールビョーンの得意距離で長く撃ち合い、次の射線変更が遅れること。,遮蔽に戻れる時間だけ削って位置を変える,high
Ashe,アッシュ,Bastion,バスティオン,ダメージ,スペシャリスト,5.0,五分,アッシュは中長距離で1回のピークすれば、バスティオンに一方的な圧を受けにくい。先に倒すより、ザ・ヴァイパーとダイナマイトでスキルを使わせて次の射線へ移る形が安定する。,バスティオンの長射線の先制ダメージを先に受けると五分以下になる。コーチ・ガンを攻めの先使いにせず、撃つ位置と戻る位置を分ける。,勝ち方は、バスティオンと正面で見合わず、味方の前進や射線が割れた瞬間にザ・ヴァイパーとダイナマイトを差し込むこと。,負け筋は、バスティオンの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,遮蔽に戻れる時間だけ削って位置を変える,high
Ashe,アッシュ,Mei,メイ,ダメージ,スペシャリスト,6.0,やや有利,アッシュは長射線の先制圧と継続的な燃焼圧で、メイは位置取りとスキル交換で有利不利が変わる相手に先に体力差を作れる。ダイナマイト後の射撃は、メイの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしメイのスキル交換を無視すると、密着された時の防御手段不足を突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、メイの主要スキルを見てからザ・ヴァイパーとダイナマイトで短く体力差を作り、目的が消えたら位置を変えること。,負け筋は、メイの得意距離で長く撃ち合い、次の射線変更が遅れること。,遮蔽に戻れる時間だけ削って位置を変える,high
Ashe,アッシュ,Illari,イラリー,サポート,サバイバー,7.0,有利,アッシュは長射線の先制圧と継続的な燃焼圧で、イラリーは長い射線で先に体力差を作る相手に先に体力差を作れる。ダイナマイト後の射撃は、イラリーの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしイラリーの長射線の先制ダメージ、救助・回復・妨害を無視すると、密着された時の防御手段不足を突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、イラリー本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にダイナマイト後の射撃を通すこと。,負け筋は、イラリーの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,撃破候補,high
Ashe,アッシュ,Jetpack Cat,ジェットパック・キャット,サポート,タクティシャン,8.0,有利,アッシュは長射線の先制圧と継続的な燃焼圧で、ジェットパック・キャットは高低差と空中射線で被弾時間をずらす相手に先に体力差を作れる。ダイナマイト後の射撃は、ジェットパック・キャットの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしジェットパック・キャットの高さの差、接近と離脱を無視すると、密着された時の防御手段不足を突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、ジェットパック・キャット本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にダイナマイト後の射撃を通すこと。,負け筋は、ジェットパック・キャットを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,撃破候補,high
Ashe,アッシュ,Juno,ジュノ,サポート,サバイバー,7.0,有利,アッシュは長射線の先制圧と継続的な燃焼圧で、ジュノは高低差と空中射線で被弾時間をずらす相手に先に体力差を作れる。ダイナマイト後の射撃は、ジュノの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしジュノの高さの差、接近と離脱を無視すると、密着された時の防御手段不足を突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、ジュノ本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にダイナマイト後の射撃を通すこと。,負け筋は、ジュノを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,撃破候補,high
Ashe,アッシュ,Baptiste,バティスト,サポート,タクティシャン,7.0,有利,アッシュは長射線の先制圧と継続的な燃焼圧で、バティストは長い射線で先に体力差を作る相手に先に体力差を作れる。ダイナマイト後の射撃は、バティストの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしバティストの長射線の先制ダメージ、救助・回復・妨害を無視すると、密着された時の防御手段不足を突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、バティスト本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にダイナマイト後の射撃を通すこと。,負け筋は、バティストの見ている射線へ同じ場所から再ピークし、先に体力差を作られること。,撃破候補,high
Ashe,アッシュ,Mercy,マーシー,サポート,メディック,8.0,有利,アッシュは長射線の先制圧と継続的な燃焼圧で、マーシーは高低差と空中射線で被弾時間をずらす相手に先に体力差を作れる。ダイナマイト後の射撃は、マーシーの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしマーシーの高さの差、接近と離脱を無視すると、密着された時の防御手段不足を突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、マーシー本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にダイナマイト後の射撃を通すこと。,負け筋は、マーシーを一人で追い、コーチ・ガンや退路を失った状態で反撃を受けること。,撃破候補,high
Ashe,アッシュ,Lifeweaver,ライフウィーバー,サポート,メディック,8.0,有利,アッシュは長射線の先制圧と継続的な燃焼圧で、ライフウィーバーは回復・救助・妨害でキルタイミングを遅らせる相手に先に体力差を作れる。ダイナマイト後の射撃は、ライフウィーバーの移動・防御・救助を見た後に使うと撃破へつながりやすい。,ただしライフウィーバーの救助・回復・妨害を無視すると、密着された時の防御手段不足を突かれる。倒し切る前提で深追いせず、遮蔽へ戻れる距離を残す。,勝ち方は、ライフウィーバー本体の即キルではなく、回復先へ圧をかけて防御・救助・移動スキルを使わせた後にダイナマイト後の射撃を通すこと。,負け筋は、ライフウィーバーの救助・妨害が残ったまま決定打やB.O.B.を使うこと。,撃破候補,high
