target_id,target_ja,enemy_id,enemy_ja,enemy_role,enemy_sub_role,depth_archetype,first_check,commit_window,reset_rule,practice_question,depth_summary,duplication_guardrail,source_cue,depth_version
Reaper,リーパー,Brigitte,ブリギッテ,サポート,サバイバー,救助・回復資源でキルタイミングを遅らせるサポート,ブリギッテ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,ブリギッテの救助・回復資源を先に使わせ、直後に守られていない敵へヘルファイア・ショットガンを合わせる。,救助を吐かせた後に深追いせず、レイス・フォームで味方射線へ戻って次のキルを狙うタイミングを待つ。,試合後に「ブリギッテの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,リーパー対ブリギッテは、救助・回復資源でキルタイミングを遅らせるサポートとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ブリギッテへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、リーパーのヘルファイア・ショットガンとレイス・フォームの使い道を混同しない。,シールド・バッシュ、ウィップ・ショット、バリア・シールドの後,v50.17
Reaper,リーパー,Moira,モイラ,サポート,メディック,救助・回復資源でキルタイミングを遅らせるサポート,モイラ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,モイラの救助・回復資源を先に使わせ、直後に守られていない敵へヘルファイア・ショットガンを合わせる。,救助を吐かせた後に深追いせず、レイス・フォームで味方射線へ戻って次のキルを狙うタイミングを待つ。,試合後に「モイラの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,リーパー対モイラは、救助・回復資源でキルタイミングを遅らせるサポートとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,モイラへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、リーパーのヘルファイア・ショットガンとレイス・フォームの使い道を混同しない。,モイラが前進か後退の向きを決めた瞬間だけ1回のピークし、同じ射線を二度続けない。,v50.17
Reaper,リーパー,Lúcio,ルシオ,サポート,タクティシャン,支援線を切ると崩れるサポート,ルシオ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,ルシオの救助・回復資源を先に使わせ、直後に守られていない敵へヘルファイア・ショットガンを合わせる。,救助を吐かせた後に深追いせず、レイス・フォームで味方射線へ戻って次のキルを狙うタイミングを待つ。,試合後に「ルシオの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,リーパー対ルシオは、支援線を切ると崩れるサポートとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ルシオへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、リーパーのヘルファイア・ショットガンとレイス・フォームの使い道を混同しない。,サウンドウェーブ、アンプ・イット・アップ、ウォール・ライドの後,v50.17
Reaper,リーパー,Ana,アナ,サポート,タクティシャン,救助・回復資源でキルタイミングを遅らせるサポート,アナ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,アナの救助・回復資源を先に使わせ、直後に守られていない敵へヘルファイア・ショットガンを合わせる。,救助を吐かせた後に深追いせず、レイス・フォームで味方射線へ戻って次のキルを狙うタイミングを待つ。,試合後に「アナの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,リーパー対アナは、救助・回復資源でキルタイミングを遅らせるサポートとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,アナへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、リーパーのヘルファイア・ショットガンとレイス・フォームの使い道を混同しない。,アナが前進か後退の向きを決めた瞬間だけ1回のピークし、同じ射線を二度続けない。,v50.17
Reaper,リーパー,Wuyang,ウーヤン,サポート,サバイバー,救助・回復資源でキルタイミングを遅らせるサポート,ウーヤン本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,ウーヤンの救助・回復資源を先に使わせ、直後に守られていない敵へヘルファイア・ショットガンを合わせる。,救助を吐かせた後に深追いせず、レイス・フォームで味方射線へ戻って次のキルを狙うタイミングを待つ。,試合後に「ウーヤンの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,リーパー対ウーヤンは、救助・回復資源でキルタイミングを遅らせるサポートとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ウーヤンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、リーパーのヘルファイア・ショットガンとレイス・フォームの使い道を混同しない。,ウーヤンが前進か後退の向きを決めた瞬間だけ1回のピークし、同じ射線を二度続けない。,v50.17
Reaper,リーパー,Zenyatta,ゼニヤッタ,サポート,タクティシャン,支援線を切ると崩れるサポート,ゼニヤッタ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,ゼニヤッタの救助・回復資源を先に使わせ、直後に守られていない敵へヘルファイア・ショットガンを合わせる。,救助を吐かせた後に深追いせず、レイス・フォームで味方射線へ戻って次のキルを狙うタイミングを待つ。,試合後に「ゼニヤッタの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,リーパー対ゼニヤッタは、支援線を切ると崩れるサポートとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ゼニヤッタへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、リーパーのヘルファイア・ショットガンとレイス・フォームの使い道を混同しない。,ゼニヤッタが前進か後退の向きを決めた瞬間だけ1回のピークし、同じ射線を二度続けない。,v50.17
Reaper,リーパー,Mizuki,ミズキ,サポート,サバイバー,救助・回復資源でキルタイミングを遅らせるサポート,ミズキ本人だけでなく、誰を救助・回復しているかを見て撃破対象を分ける。,ミズキの救助・回復資源を先に使わせ、直後に守られていない敵へヘルファイア・ショットガンを合わせる。,救助を吐かせた後に深追いせず、レイス・フォームで味方射線へ戻って次のキルを狙うタイミングを待つ。,試合後に「ミズキの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,リーパー対ミズキは、救助・回復資源でキルタイミングを遅らせるサポートとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ミズキへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、リーパーのヘルファイア・ショットガンとレイス・フォームの使い道を混同しない。,ミズキが前進か後退の向きを決めた瞬間だけ1回のピークし、同じ射線を二度続けない。,v50.17
Symmetra,シンメトラ,D.Va,D.Va,タンク,イニシエーター,接近時のダイブ経路と帰り道を管理するタンク,D.Vaのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。,D.Vaが防御資源を見せた直後に倒し切ろうとせず、戻る向きが決まった瞬間へフォトン・プロジェクターとセントリー・タレットを合わせる。,削った後はテレポーターで同じ場所から離れ、敵サポートか孤立ダメージへ視線を切り替える。,試合後に「D.Vaの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対D.Vaは、接近時のダイブ経路と帰り道を管理するタンクとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,D.Vaへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,D.Vaが前進か後退の向きを決めた瞬間だけ1回のピークし、同じ射線を二度続けない。,v50.17
Symmetra,シンメトラ,Winston,ウィンストン,タンク,イニシエーター,接近時のダイブ経路と帰り道を管理するタンク,ウィンストンのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。,ウィンストンが防御資源を見せた直後に倒し切ろうとせず、戻る向きが決まった瞬間へフォトン・プロジェクターとセントリー・タレットを合わせる。,削った後はテレポーターで同じ場所から離れ、敵サポートか孤立ダメージへ視線を切り替える。,試合後に「ウィンストンの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対ウィンストンは、接近時のダイブ経路と帰り道を管理するタンクとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ウィンストンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,ウィンストンが前進か後退の向きを決めた瞬間だけ1回のピークし、同じ射線を二度続けない。,v50.17
Symmetra,シンメトラ,Doomfist,ドゥームフィスト,タンク,イニシエーター,接近時のダイブ経路と帰り道を管理するタンク,ドゥームフィストのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。,ドゥームフィストが防御資源を見せた直後に倒し切ろうとせず、戻る向きが決まった瞬間へフォトン・プロジェクターとセントリー・タレットを合わせる。,削った後はテレポーターで同じ場所から離れ、敵サポートか孤立ダメージへ視線を切り替える。,試合後に「ドゥームフィストの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対ドゥームフィストは、接近時のダイブ経路と帰り道を管理するタンクとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ドゥームフィストへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,ドゥームフィストが前進か後退の向きを決めた瞬間だけ1回のピークし、同じ射線を二度続けない。,v50.17
Symmetra,シンメトラ,Hazard,ハザード,タンク,ストールワート,接近時のダイブ経路と帰り道を管理するタンク,ハザードのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。,ハザードが防御資源を見せた直後に倒し切ろうとせず、戻る向きが決まった瞬間へフォトン・プロジェクターとセントリー・タレットを合わせる。,削った後はテレポーターで同じ場所から離れ、敵サポートか孤立ダメージへ視線を切り替える。,試合後に「ハザードの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対ハザードは、接近時のダイブ経路と帰り道を管理するタンクとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ハザードへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,ハザードが前進か後退の向きを決めた瞬間だけ1回のピークし、同じ射線を二度続けない。,v50.17
Symmetra,シンメトラ,Wrecking Ball,レッキング・ボール,タンク,イニシエーター,接近時のダイブ経路と帰り道を管理するタンク,レッキング・ボールのダイブ経路を撃つ前に、着地点・帰り道・味方サポートへの距離を先に確認する。,レッキング・ボールが防御資源を見せた直後に倒し切ろうとせず、戻る向きが決まった瞬間へフォトン・プロジェクターとセントリー・タレットを合わせる。,削った後はテレポーターで同じ場所から離れ、敵サポートか孤立ダメージへ視線を切り替える。,試合後に「レッキング・ボールの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対レッキング・ボールは、接近時のダイブ経路と帰り道を管理するタンクとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,レッキング・ボールへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,レッキング・ボールが前進か後退の向きを決めた瞬間だけ1回のピークし、同じ射線を二度続けない。,v50.17
Symmetra,シンメトラ,Zarya,ザリア,タンク,ブルーザー,高耐久資源を削って後衛へ切り替えるタンク,ザリアだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,ザリアが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへフォトン・プロジェクターとセントリー・タレットを移す。,正面で長く撃ち続けず、テレポーターで射線を変えて敵の回復と防御を分散させる。,試合後に「ザリアの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対ザリアは、高耐久資源を削って後衛へ切り替えるタンクとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ザリアへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,ザリアが前進か後退の向きを決めた瞬間だけ1回のピークし、同じ射線を二度続けない。,v50.17
Symmetra,シンメトラ,Junker Queen,ジャンカー・クイーン,タンク,ストールワート,高耐久資源を削って後衛へ切り替えるタンク,ジャンカー・クイーンだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,ジャンカー・クイーンが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへフォトン・プロジェクターとセントリー・タレットを移す。,正面で長く撃ち続けず、テレポーターで射線を変えて敵の回復と防御を分散させる。,試合後に「ジャンカー・クイーンの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対ジャンカー・クイーンは、高耐久資源を削って後衛へ切り替えるタンクとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ジャンカー・クイーンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,ジャンカー・クイーンが前進か後退の向きを決めた瞬間だけ1回のピークし、同じ射線を二度続けない。,v50.17
Symmetra,シンメトラ,Domina,ドミナ,タンク,ストールワート,高耐久資源を削って後衛へ切り替えるタンク,ドミナだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,ドミナが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへフォトン・プロジェクターとセントリー・タレットを移す。,正面で長く撃ち続けず、テレポーターで射線を変えて敵の回復と防御を分散させる。,試合後に「ドミナの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対ドミナは、高耐久資源を削って後衛へ切り替えるタンクとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ドミナへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,ドミナが前進か後退の向きを決めた瞬間だけ1回のピークし、同じ射線を二度続けない。,v50.17
Symmetra,シンメトラ,Mauga,マウガ,タンク,ブルーザー,高耐久資源を削って後衛へ切り替えるタンク,マウガだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,マウガが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへフォトン・プロジェクターとセントリー・タレットを移す。,正面で長く撃ち続けず、テレポーターで射線を変えて敵の回復と防御を分散させる。,試合後に「マウガの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対マウガは、高耐久資源を削って後衛へ切り替えるタンクとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,マウガへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,マウガが前進か後退の向きを決めた瞬間だけ1回のピークし、同じ射線を二度続けない。,v50.17
Symmetra,シンメトラ,Ramattra,ラマットラ,タンク,ストールワート,高耐久資源を削って後衛へ切り替えるタンク,ラマットラだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,ラマットラが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへフォトン・プロジェクターとセントリー・タレットを移す。,正面で長く撃ち続けず、テレポーターで射線を変えて敵の回復と防御を分散させる。,試合後に「ラマットラの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対ラマットラは、高耐久資源を削って後衛へ切り替えるタンクとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ラマットラへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,ラマットラが前進か後退の向きを決めた瞬間だけ1回のピークし、同じ射線を二度続けない。,v50.17
Symmetra,シンメトラ,Roadhog,ロードホッグ,タンク,ブルーザー,高耐久資源を削って後衛へ切り替えるタンク,ロードホッグだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,ロードホッグが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへフォトン・プロジェクターとセントリー・タレットを移す。,正面で長く撃ち続けず、テレポーターで射線を変えて敵の回復と防御を分散させる。,試合後に「ロードホッグの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対ロードホッグは、高耐久資源を削って後衛へ切り替えるタンクとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ロードホッグへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,ロードホッグが前進か後退の向きを決めた瞬間だけ1回のピークし、同じ射線を二度続けない。,v50.17
Symmetra,シンメトラ,Orisa,オリーサ,タンク,ブルーザー,高耐久資源を削って後衛へ切り替えるタンク,オリーサだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,オリーサが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへフォトン・プロジェクターとセントリー・タレットを移す。,正面で長く撃ち続けず、テレポーターで射線を変えて敵の回復と防御を分散させる。,試合後に「オリーサの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対オリーサは、高耐久資源を削って後衛へ切り替えるタンクとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,オリーサへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,オリーサが前進か後退の向きを決めた瞬間だけ1回のピークし、同じ射線を二度続けない。,v50.17
Symmetra,シンメトラ,Sigma,シグマ,タンク,ストールワート,高耐久資源を削って後衛へ切り替えるタンク,シグマだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,シグマが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへフォトン・プロジェクターとセントリー・タレットを移す。,正面で長く撃ち続けず、テレポーターで射線を変えて敵の回復と防御を分散させる。,試合後に「シグマの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対シグマは、高耐久資源を削って後衛へ切り替えるタンクとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,シグマへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,シグマが前進か後退の向きを決めた瞬間だけ1回のピークし、同じ射線を二度続けない。,v50.17
Symmetra,シンメトラ,Reinhardt,ラインハルト,タンク,ストールワート,高耐久資源を削って後衛へ切り替えるタンク,ラインハルトだけを倒す設計にせず、回復線・防御資源・後衛の露出を同時に見る。,ラインハルトが前へ出た瞬間は削り、防御・救助・移動スキルを使った直後に後ろのサポートか横のダメージへフォトン・プロジェクターとセントリー・タレットを移す。,正面で長く撃ち続けず、テレポーターで射線を変えて敵の回復と防御を分散させる。,試合後に「ラインハルトの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対ラインハルトは、高耐久資源を削って後衛へ切り替えるタンクとして読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ラインハルトへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,ラインハルトが前進か後退の向きを決めた瞬間だけ1回のピークし、同じ射線を二度続けない。,v50.17
Symmetra,シンメトラ,Ashe,アッシュ,ダメージ,シャープシューター,長射線で先に体力差を作る敵,アッシュの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,アッシュが照準を別方向へ向けた瞬間、または遮蔽移動中にフォトン・プロジェクターとセントリー・タレットを差し込む。,一度撃った位置は読まれるため、テレポーターで次の遮蔽へ移り、同じ場所から再ピークしない。,試合後に「アッシュの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対アッシュは、長射線で先に体力差を作る敵として読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,アッシュへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,長い射線を構えた瞬間、または遮蔽から顔を出した瞬間,v50.17
Symmetra,シンメトラ,Widowmaker,ウィドウメイカー,ダメージ,シャープシューター,長射線で先に体力差を作る敵,ウィドウメイカーの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,ウィドウメイカーが照準を別方向へ向けた瞬間、または遮蔽移動中にフォトン・プロジェクターとセントリー・タレットを差し込む。,一度撃った位置は読まれるため、テレポーターで次の遮蔽へ移り、同じ場所から再ピークしない。,試合後に「ウィドウメイカーの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対ウィドウメイカーは、長射線で先に体力差を作る敵として読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ウィドウメイカーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,長い射線を構えた瞬間、または遮蔽から顔を出した瞬間,v50.17
Symmetra,シンメトラ,Emre,エムレ,ダメージ,スペシャリスト,長射線で先に体力差を作る敵,エムレの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,エムレが照準を別方向へ向けた瞬間、または遮蔽移動中にフォトン・プロジェクターとセントリー・タレットを差し込む。,一度撃った位置は読まれるため、テレポーターで次の遮蔽へ移り、同じ場所から再ピークしない。,試合後に「エムレの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対エムレは、長射線で先に体力差を作る敵として読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,エムレへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,長い射線を構えた瞬間、または遮蔽から顔を出した瞬間,v50.17
Symmetra,シンメトラ,Cassidy,キャスディ,ダメージ,シャープシューター,長射線で先に体力差を作る敵,キャスディの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,キャスディが照準を別方向へ向けた瞬間、または遮蔽移動中にフォトン・プロジェクターとセントリー・タレットを差し込む。,一度撃った位置は読まれるため、テレポーターで次の遮蔽へ移り、同じ場所から再ピークしない。,試合後に「キャスディの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対キャスディは、長射線で先に体力差を作る敵として読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,キャスディへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,長い射線を構えた瞬間、または遮蔽から顔を出した瞬間,v50.17
Symmetra,シンメトラ,Sojourn,ソジョーン,ダメージ,シャープシューター,長射線で先に体力差を作る敵,ソジョーンの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,ソジョーンが照準を別方向へ向けた瞬間、または遮蔽移動中にフォトン・プロジェクターとセントリー・タレットを差し込む。,一度撃った位置は読まれるため、テレポーターで次の遮蔽へ移り、同じ場所から再ピークしない。,試合後に「ソジョーンの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対ソジョーンは、長射線で先に体力差を作る敵として読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ソジョーンへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,長い射線を構えた瞬間、または遮蔽から顔を出した瞬間,v50.17
Symmetra,シンメトラ,Soldier: 76,ソルジャー76,ダメージ,スペシャリスト,長射線で先に体力差を作る敵,ソルジャー76の正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,ソルジャー76が照準を別方向へ向けた瞬間、または遮蔽移動中にフォトン・プロジェクターとセントリー・タレットを差し込む。,一度撃った位置は読まれるため、テレポーターで次の遮蔽へ移り、同じ場所から再ピークしない。,試合後に「ソルジャー76の何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対ソルジャー76は、長射線で先に体力差を作る敵として読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ソルジャー76への説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,長い射線を構えた瞬間、または遮蔽から顔を出した瞬間,v50.17
Symmetra,シンメトラ,Hanzo,ハンゾー,ダメージ,シャープシューター,長射線で先に体力差を作る敵,ハンゾーの正面射線へ体を置かず、味方が視線を引いた一拍だけ別射線を使う。,ハンゾーが照準を別方向へ向けた瞬間、または遮蔽移動中にフォトン・プロジェクターとセントリー・タレットを差し込む。,一度撃った位置は読まれるため、テレポーターで次の遮蔽へ移り、同じ場所から再ピークしない。,試合後に「ハンゾーの何を見てから撃ったか」「外した時にどこへ戻ったか」を1回だけ確認する。,シンメトラ対ハンゾーは、長射線で先に体力差を作る敵として読む。最初に見る情報、撃つ瞬間、失敗時の戻り先を分けると、数値評価以上に安定する。,ハンゾーへの説明は「撃つ」「追う」だけで終わらせない。ダイブ確認、倒し切りを狙う条件、撤退先、次の狙いを必ず1文ずつ分け、シンメトラのフォトン・プロジェクターとセントリー・タレットとテレポーターの使い道を混同しない。,長い射線を構えた瞬間、または遮蔽から顔を出した瞬間,v50.17
